element,system,code,display,occurrences
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NABU750,,97
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,OFLO0.3ES,,97
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,SALS500T,,97
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Adcirca,,97
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Buprenorphine-Naloxone Film (8mg-2mg),,97
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Clevidipine,,97
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Epclusa,,97
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Tirofiban,,97
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Verapamil SR,,97
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,EPID250,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HYDR0.5O,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,INDO75XR,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PROAIR8.5H,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Brovana,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Heparin (CRRT Machine Priming),,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Hydrocodone-Acetaminophen (5mg-325mg),,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,LaMOTrigine,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,LamiVUDine Oral Soln.,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Nadolol,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Pulmicort,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Synthroid,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Vitamin E,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,mometasone-formoterol,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,trametinib,,96
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DIPY25,,95
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Ampyra,,95
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Fluphenazine,,95
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Lanthanum,,95
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Prograf,,95
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,ivabradine,,95
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,tetrabenazine,,95
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CLIN300L,,94
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DAKINQS,,94
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ESTR0.5,,94
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MEGE200L,,94
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NAACHYPER,,94
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NIT200D,,94
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Blinatumomab,,94
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Etoposide*,,94
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,desvenlafaxine succinate,,94
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,mirabegron,,94
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,rotigotine,,94
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ALTE1I,,93
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CISA200PB,,93
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ENBR25I,,93
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Furosemide in 0.9% Sodium Chloride,,93
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,nimodipine 60mg/placebo,,93
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,BENZ10O,,92
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CHARC120L,,92
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,F4B1ED,,92
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NIAC50,,92
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,TOLV30,,92
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225871,Foscarnet,92
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Ertapenem Sodium,,92
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Methylene Blue 0.5%,,92
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Phenytoin Infatab,,92
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,norethindrone (contraceptive),,92
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,LINE20L,,91
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,METH2.5HT,,91
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,225903,Valgancyclovir,91
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Esomeprazole sodium,,91
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Metolazone,,91
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Phenytoin Sodium Extended,,91
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Systane (PF),,91
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,difluprednate,,91
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,AMIO40L,,90
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,GENT3EO,,90
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MICA150/100NS,,90
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,POSA200L,,90
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,TREP0.5/100,,90
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Dapsone,,90
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,INV-ALKS-4230,,90
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Nitrofurantoin (Macrodantin),,90
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Sumatriptan Succinate,,90
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,AMP1I,,89
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CEFT1/50D,,89
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ROCU500/100NS,,89
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Belbuca,,89
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Nystatin Ointment,,89
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Vesicare,,89
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,prednisoLONE acetate,,89
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,GELCLAIR,,88
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Mineral Oil,,88
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,NIFEdipine CR,,88
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,PONATinib,,88
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Verapamil,,88
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,AMIBOLUS,,87
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,AUGM875L,,87
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,DRAM50,,87
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,NEOR25SM,,87
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,VERA5I,,87
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Adenosine,,87
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Apriso,,87
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Basiliximab,,87
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,dutasteride,,87
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,CLIN900I,,86
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HEPA5000LF,,86
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,RIVA9.5P,,86
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Betamethasone Dipro 0.05% Augmented Gel,,86
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Racepinephrine,,86
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Temozolomide,,86
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ESOM40SYR,,85
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PHEN25ES,,85
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Nitroprusside Sodium,,85
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Thiamine or Placebo,,85
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,entacapone,,85
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,ELTR25,,84
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Desitin,,84
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Infliximab,,84
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Midostaurin,,84
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,VICOdin,,84
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,levothyroxine,,84
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,TRIF1O,,83
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-icu,227518,Nutren 2.0 (3/4),83
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Emtricitabine Oral Solution,,83
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,HYDR/P200/0T,,82
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,MIDA5I,,82
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Calcipotriene 0.005% Cream,,82
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Chlorthalidone,,82
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Cilostazol,,82
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,LevETIRAcetam Oral Solution,,82
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Movantik,,82
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Naproxen,,82
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,edoxaban,,82
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,olaparib,,82
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,rizatriptan,,82
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,FLUC60L,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,SARG250I,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,SIME40L,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,SOFO400,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,THIA50,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,TRAN50L,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Carbidopa-Levodopa (25-100) ODT,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Posaconazole Delayed Release Tablet,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Protamine Sulfate,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,RITUXimab,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Sotalol,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,Thiamine or placebo,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-name,temozolomide,,81
MedicationAdministration.medication[x],http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-medication-formulary-drug-cd,PROM480L,,80
