mimic_code,mimic_display,snomed_code,snomed_display,comment,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
00004523,Dermatological - Deodorants,,,"code-search proposed 289122001 'Cosmetic material' at 0.60, below the 0.8 threshold.",289122001,Cosmetic material,0.60,below-threshold,No deodorant substance exists; deodorants are cosmetics
00004528,Alternative Therapy - Diuretics,,,"code-search proposed 722048006 'Diuretic therapy' at 0.72, below the 0.8 threshold.",722048006,Diuretic therapy,0.72,below-threshold,Broader parent of prophylactic candidates; captures diuretic therapy without unstated prophylactic qualifier. 'Alternative therapy' qualifier not captured.
00004529,Alternative Therapy - Laxatives and Cathartics,372800002,Laxative,,372800002,Laxative,0.85,ok,FSN Laxative (substance) matches input substance type
00004530,Alternative Therapy - Cough and Cold Agents,373230006,Cough AND/OR decongestant agent,,373230006,Cough AND/OR decongestant agent,0.85,ok,Broad substance category covering cough and cold agents
00004531,Dermatological - Emollient Combinations Other,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 2 tool call(s)
00004533,Dermatological - Keratolytic Combinations Other,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 10 tool call(s)
00004537,Nutritional Product - Nutritional Therapy,373453009,Nutritional supplement,,373453009,Nutritional supplement,0.85,ok,Broadest match for nutritional product/therapy; no overstepping
00004538,Pharmaceutical Adjuvant - Perfumes,418785009,Perfume,,418785009,Perfume,0.85,ok,FSN 'Perfume (substance)' matches; 'Pharmaceutical Adjuvant' is a role qualifier
00004539,Antiretroviral - Nucleotide Analog Reverse Transcriptase Inhibitors,,,"code-search proposed 372531002 'Reverse transcriptase inhibitor' at 0.75, below the 0.8 threshold.",372531002,Reverse transcriptase inhibitor,0.75,below-threshold,Closest broader class; no specific nucleotide analog RTI class available
00004541,DMARD - Interleukin-1 Receptor Antagonist (IL-1Ra),430866006,Interleukin 1 receptor antagonist,,430866006,Interleukin 1 receptor antagonist,0.95,ok,FSN matches IL-1 receptor antagonist mechanism exactly
00004543,Urinary Anti-infective Methenamine-Analgesic Combinations Other,,,"code-search proposed 372773008 'Methenamine' at 0.70, below the 0.8 threshold.",372773008,Methenamine,0.70,below-threshold,Core substance is methenamine; no combination code exists
00004544,Antiemetic - Phenothiazines,372839006,Phenothiazine,,372839006,Phenothiazine,0.82,ok,Phenothiazine class substance; antiemetic use not coded in substance VS
00004548,Pulmonary Antihypertensive Agents - Prostacyclin-type,771378009,Prostacyclin receptor agonist,,771378009,Prostacyclin receptor agonist,0.85,ok,Prostacyclin-type pulmonary antihypertensive agents; mechanism class matches
00004549,Pulmonary Arterial Hypertension - Endothelin Receptor Antagonists,385561008,Endothelin receptor antagonist,,385561008,Endothelin receptor antagonist,0.90,ok,FSN matches drug class; specific drugs are narrower
00004550,Dermatological - Antineoplastic or Premalignant Lesions - NSAID's,372665008,Non-steroidal anti-inflammatory agent,,372665008,Non-steroidal anti-inflammatory agent,0.85,ok,Substance class matching NSAID concept; dermatological indication not a substance attribute
00004552,Vitamins - Folic Acid Combinations,,,"code-search proposed 63718003 'Folic acid' at 0.70, below the 0.8 threshold.",63718003,Folic acid,0.70,below-threshold,Specific named substance; no combination code exists
00004553,Medical Supplies and DME - Blood Coagulation Testing Supplies,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00004556,Medical Supplies and DME - Adhesive Removers,,,"code-search proposed 61010005 'Solvent' at 0.50, below the 0.8 threshold.",61010005,Solvent,0.50,below-threshold,No adhesive remover substance exists; solvent is closest broader match without overstepping
00004601,Antacid - Others,372794006,Antacid,,372794006,Antacid,0.80,ok,Generic antacid substance; 'Others' is non-specific qualifier
00004602,Medical Supplies and DME-Glucose Monitoring and Insulin Admin Supplies,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 3 tool call(s)
00004603,Gonadotropin Inhibitor Pituitary Suppressants,395962005,Gonadotropin releasing hormone receptor antagonist,,395962005,Gonadotropin releasing hormone receptor antagonist,0.82,ok,Substance with GnRH receptor antagonist mechanism; matches pituitary suppressant class
00004604,"Periodontal Product - Tetracycline-Type, Collagenase Inhibitors",,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 9 tool call(s)
00004605,Dermatological - Retinoids (Vitamin A Derivatives) - Topical Cosmetic,787948005,Vitamin A and/or vitamin A derivative,,787948005,Vitamin A and/or vitamin A derivative,0.85,ok,Input is broad category; parent captures retinoid/vitamin A derivative meaning
00004609,Calcium Channel Blockers - Dihydropyridines,406769001,Dihydropyridine derivative calcium channel blocker,,406769001,Dihydropyridine derivative calcium channel blocker,0.95,ok,FSN matches both dihydropyridine structure and CCB mechanism exactly
00004610,Calcium Channel Blockers - Benzothiazepines,,,"code-search proposed 372793000 'Diltiazem' at 0.75, below the 0.8 threshold.",372793000,Diltiazem,0.75,below-threshold,Benzothiazepine subclass of CCBs; diltiazem is the representative drug
00004611,Calcium Channel Blockers - Phenylakylamines,406766008,Phenylalkylamine,,406766008,Phenylalkylamine,0.80,ok,Class concept matching phenylalkylamine CCB subclass
00004615,Antineoplastic - Estrogen Receptor Antagonist,373336003,Estrogen receptor antagonist,,373336003,Estrogen receptor antagonist,0.90,ok,FSN matches estrogen receptor antagonist; antineoplastic is use context
00005604,Smoking Deterrents - Nicotine-Type,,,"code-search proposed 68540007 'Nicotine' at 0.75, below the 0.8 threshold.",68540007,Nicotine,0.75,below-threshold,Nicotine-type smoking deterrent; nicotine substance is the closest match
00005605,Smoking Deterrents - NE and Dopamine Reuptake Inhibitor (NDRI)-Type,387564004,Bupropion,,387564004,Bupropion,0.85,ok,NDRI-type smoking deterrent is bupropion
00005606,Alternative Therapy - Antioxidant,,,"code-search proposed 228103005 'Food antioxidant' at 0.70, below the 0.8 threshold.",228103005,Food antioxidant,0.70,below-threshold,Antioxidant substance; closest substance match for antioxidant therapy
00005616,Asthma Therapy - Alpha/Beta Adrenergic Agents,897717005,Alpha-adrenergic and beta-adrenergic agonist,,897717005,Alpha-adrenergic and beta-adrenergic agonist,0.85,ok,Matches the alpha/beta adrenergic agonist class; asthma therapy is context qualifier
00005619,Narcolepsy and Cataplexy Therapy Agents - Sedative-Type,,,"code-search proposed 372614000 'Sedative' at 0.70, below the 0.8 threshold.",372614000,Sedative,0.70,below-threshold,Sedative-type class matches; narcolepsy indication not captured by substance
00005631,Human Albumin,789261007,Albumin human,,789261007,Albumin human,0.92,ok,
00005633,"Salicylate Analgesics, Buffered",426365001,Buffered aspirin,,426365001,Buffered aspirin,0.85,ok,Buffered aspirin is the salicylate analgesic that is buffered; exact concept
00005634,"Salicylate Analgesic Combinations, Buffered",426365001,Buffered aspirin,,426365001,Buffered aspirin,0.80,ok,Buffered salicylate analgesic; closest match to input
00005636,Central Alpha-2 Agonists-Thiazide Diuretic and Related Comb.,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"<｜｜DSML｜｜tool_calls>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">clonidine and chlorthalidone</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">methyldopa and thiazide</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">antihypertensive combination</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
</｜｜DSML｜｜tool_calls>"
00005641,"Amino Acids, Single Ingredient, Oral (non-injectable)",52518006,Amino acid,,52518006,Amino acid,0.85,ok,Base substance; route/form qualifiers not part of substance concept
00005644,"Amino Acid-Amino Acid Combinations, Oral",,,"code-search proposed 52518006 'Amino acid' at 0.70, below the 0.8 threshold.",52518006,Amino acid,0.70,below-threshold,Broadest match; candidate formulas add unstated ingredients
00005645,"Skin Replacement, Live Tissue Dressings",,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 0 tool call(s)
00005651,Hepatitis B Treatment- Nucleotide Analogs (Antiviral),,,"code-search proposed 372701006 'Substance with antiviral mechanism of action' at 0.70, below the 0.8 threshold.",372701006,Substance with antiviral mechanism of action,0.70,below-threshold,Antiviral substance class; no nucleotide analog class concept available
00005652,Hepatitis B Treatment- Nucleoside Analogs (Antiviral),714629005,Nucleoside analogue,,714629005,Nucleoside analogue,0.80,ok,Substance class matching nucleoside analogs; antiviral/HBV context is qualifier
00005658,"Diuretic - Aldosterone Receptor Antagonist, Non-selective",372603003,Aldosterone receptor antagonist,,372603003,Aldosterone receptor antagonist,0.85,ok,FSN captures aldosterone receptor antagonist drug class; non-selective is unrepresented qualifier
00005659,"Diuretic - Aldosterone Receptor Antagonist, Selective",372603003,Aldosterone receptor antagonist,,372603003,Aldosterone receptor antagonist,0.85,ok,Class concept matches; diuretic/selective qualifiers not separately coded
00005662,Antihyperglycemic - Thiazolidinedione and Biguanide Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,"<｜｜DSML｜｜tool_calls>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">Metformin and pioglitazone</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">Rosiglitazone and metformin</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">Thiazolidinedione and biguanide</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
<｜｜DSML｜｜invoke name=""search"">
<｜｜DSML｜｜parameter name=""filter"" string=""true"">biguanide thiazolidinedione</｜｜DSML｜｜parameter>
</｜｜DSML｜｜invoke>
</｜｜DSML｜｜tool_calls>"
00005668,Non-Opioid Antitussive-Decongestant-Expectorant Combinations,,,"code-search proposed 372791003 'Antitussive agent' at 0.70, below the 0.8 threshold.",372791003,Antitussive agent,0.70,below-threshold,Primary component of combination product
00005675,Alternative Therapy - Estrogenic Agents,1052201004,Estrogen receptor agonist,,1052201004,Substance with estrogen receptor agonist mechanism of action,0.85,ok,General estrogenic agent class matching 'Estrogenic Agents'
00005678,Antihyperlipidemic - Selective Cholesterol Absorption Inhibitor,409149001,Ezetimibe,,409149001,Ezetimibe,0.85,ok,Ezetimibe is the selective cholesterol absorption inhibitor; FSN lacks class qualifier
00005680,Prostatic Hypertrophy Agent - Type II 5-alpha Reductase Inhibitors,406757009,5-alpha reductase inhibitor,,406757009,5-alpha reductase inhibitor,0.85,ok,FSN matches the 5-alpha reductase inhibitor class; type II qualifier not separately coded
00005681,Prostatic Hypertrophy Agent-Type I and II 5-alpha Reductase Inhibitors,406757009,5-alpha reductase inhibitor,,406757009,5-alpha reductase inhibitor,0.85,ok,Substance with 5-alpha reductase inhibitor mechanism of action; type I/II is a qualifier
00005686,Opioid Antitussive-Expectorant Combinations,,,code-search returned no match within SNOMED CT <<105590001.,,,,no-match,Agentic eval matched 0 candidate(s) after 6 tool call(s)
00005687,Non-Opioid Antitussive-Expectorant Combinations,,,"code-search proposed 372791003 'Antitussive agent' at 0.60, below the 0.8 threshold.",372791003,Antitussive agent,0.60,below-threshold,No combination-class code exists; captures antitussive component
00005688,Opioid Antitussive-Decongestant-Expectorant Combinations,,,"code-search proposed 372791003 'Antitussive agent' at 0.60, below the 0.8 threshold.",372791003,Antitussive agent,0.60,below-threshold,No single code for the combination; primary component
00005693,Bone Formation Stimulating Agents - Parathyroid Hormone-Type,1148672001,Parathyroid hormone and/or parathyroid hormone derivative,,1148672001,Parathyroid hormone and/or parathyroid hormone derivative,0.85,ok,Class-level substance matching parathyroid hormone-type bone formation agents
00005695,"Attention Deficit-Hyperactivity Disorder (ADHD) Therapy, NRI-Type",407034003,Noradrenaline reuptake inhibitor,,407034003,Substance with norepinephrine reuptake inhibitor mechanism of action,0.80,ok,"NRI-type substance; matches VS type, ADHD context is indication not part of substance"
