mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,query,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
ISOP2PB,ISOP2PB,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,ISOP2PB,,,,no-label,
ISOS10,Isosorbide Dinitrate SA,http://www.nlm.nih.gov/research/umls/rxnorm,6058,isosorbide dinitrate,,code-search,,Isosorbide Dinitrate SA,6058,isosorbide dinitrate,0.80,ok,"SA (sustained action) qualifier; no strength/dosage form stated, base ingredient best match"
ISOS2.5SL,Isosorbide Dinitrate SL,http://www.nlm.nih.gov/research/umls/rxnorm,6058,isosorbide dinitrate,,code-search,,Isosorbide Dinitrate SL,6058,isosorbide dinitrate,0.90,ok,SL is a route qualifier; base drug concept matches
ISOS20,Isosorbide Dinitrate 20mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,206842,isosorbide dinitrate 20 MG Oral Tablet,,code-search,,Isosorbide Dinitrate 20mg Tab,206842,isosorbide dinitrate 20 MG Oral Tablet,0.95,ok,FSN matches input exactly; Tab = oral tablet
ISOS40ER,Isosorbide Dinitrate SR 40mg ER Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,311194,isosorbide dinitrate 40 MG Extended Release Oral Tablet,,code-search,,Isosorbide Dinitrate SR 40mg ER Tablet,311194,isosorbide dinitrate 40 MG Extended Release Oral Tablet,0.95,ok,"FSN matches dose, extended release, and route"
ISOS5,Isosorbide Dinitrate,http://www.nlm.nih.gov/research/umls/rxnorm,6058,isosorbide dinitrate,,term-join,Q1-exact,Isosorbide Dinitrate,,,,not-needed,
ITRA100,Itraconazole Solution,http://www.nlm.nih.gov/research/umls/rxnorm,28031,itraconazole,,code-search,,Itraconazole Solution,28031,itraconazole,0.80,ok,Base ingredient matches; dosage form 'solution' not separately coded
IVAB5,*NF* Ivabradine 5 mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,1649485,ivabradine 5 MG Oral Tablet,,code-search,,Ivabradine 5 mg Tablet,1649485,ivabradine 5 MG Oral Tablet,0.98,ok,FSN matches input exactly
KALE1L,Lopinavir-Ritonavir (Oral Soln) 400/100 mg - 5 mL Oral Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,311369,lopinavir 80 MG / ritonavir 20 MG in 1 mL Oral Solution,,code-search,,Lopinavir-Ritonavir (Oral Soln) 400/100 mg - 5 mL Oral Syringe,311369,lopinavir 80 MG / ritonavir 20 MG in 1 mL Oral Solution,0.85,ok,Matches lopinavir/ritonavir oral solution concentration (400/100 mg per 5 mL)
KALE200/50,Lopinavir-Ritonavir 200/50mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,597730,lopinavir 200 MG / ritonavir 50 MG Oral Tablet,,code-search,,Lopinavir-Ritonavir 200/50mg Tablet,597730,lopinavir 200 MG / ritonavir 50 MG Oral Tablet,0.97,ok,FSN matches input exactly
KAYE15L,Sodium Polystyrene Sulfonate Suspension 15g/60mL Bottle,http://www.nlm.nih.gov/research/umls/rxnorm,313072,sodium polystyrene sulfonate 15 GM in 60 mL Oral or Rectal Suspension,,code-search,,Sodium Polystyrene Sulfonate Suspension 15g/60mL Bottle,313072,sodium polystyrene sulfonate 15 GM in 60 mL Oral or Rectal Suspension,0.90,ok,"FSN matches drug, strength, and suspension form"
KAYE15P,Sodium Polystyrene Sulfonate Powder 15 g Bottle,http://www.nlm.nih.gov/research/umls/rxnorm,2101899,sodium polystyrene sulfonate 15 GM Powder for Suspension,,code-search,,Sodium Polystyrene Sulfonate Powder 15 g Bottle,2101899,sodium polystyrene sulfonate 15 GM Powder for Suspension,0.85,ok,Powder 15 g matches; bottle packaging not coded
KBIC25,Potassium Bicarbonate Eff 25 mEq Tab,http://www.nlm.nih.gov/research/umls/rxnorm,1088772,potassium bicarbonate 25 MEQ Effervescent Oral Tablet,,code-search,,Potassium Bicarbonate Eff 25 mEq Tab,1088772,potassium bicarbonate 25 MEQ Effervescent Oral Tablet,0.98,ok,FSN matches input exactly
KCENTRA,Kcentra,http://www.nlm.nih.gov/research/umls/rxnorm,1484959,Kcentra,,term-join,Q1-exact,Kcentra,,,,not-needed,
KCENTRA495I,Kcentra*,http://www.nlm.nih.gov/research/umls/rxnorm,1484959,Kcentra,,term-join,Q1-exact,Kcentra*,,,,not-needed,
KCL100L,Potassium Chloride,http://www.nlm.nih.gov/research/umls/rxnorm,8591,potassium chloride,,term-join,Q1-exact,Potassium Chloride,,,,not-needed,
KCL10NS100,Potassium Chloride 10 mEq / 100 mL 0.9% Sodium Chloride (Rx Compounded)___,http://www.nlm.nih.gov/research/umls/rxnorm,214792,potassium chloride / sodium chloride,,code-search,,Potassium Chloride 10 mEq / 100 mL 0.9% Sodium Chloride,214792,potassium chloride / sodium chloride,0.85,ok,Combination product of both ingredients; concentration is qualifier
KCL10PM,Potassium Chloride 10 mEq / 100 mL SW ___,http://www.nlm.nih.gov/research/umls/rxnorm,312507,potassium chloride 10 MEQ in 100 ML Injection,,code-search,,Potassium Chloride 10 mEq / 100 mL SW,312507,potassium chloride 10 MEQ in 100 ML Injection,0.95,ok,FSN matches input exactly
KCL20/1000D51/2NS,Potassium Chloride 20 mEq / 1000 mL D5 1/2 NS,http://www.nlm.nih.gov/research/umls/rxnorm,1863605,potassium chloride 20 MEQ / dextrose 5 % / sodium chloride 0.45 % in 1000 ML Injection,,code-search,,Potassium Chloride 20 mEq / 1000 mL D5 1/2 NS,1863605,potassium chloride 20 MEQ / dextrose 5 % / sodium chloride 0.45 % in 1000 ML Injection,0.97,ok,D5 1/2 NS = dextrose 5% + NaCl 0.45%; exact match
KCL20/1000D5LR,Potassium Chl 20 mEq / 1000 mL D5LR,http://www.nlm.nih.gov/research/umls/rxnorm,847626,potassium chloride 20 MEQ/L in lactated Ringers solution with dextrose 5 % Injectable Solution,,code-search,,Potassium Chl 20 mEq / 1000 mL D5LR,847626,potassium chloride 20 MEQ/L in lactated Ringers solution with dextrose 5 % Injectable Solution,0.85,ok,FSN matches D5LR with 20 mEq KCl
KCL20/1000D5NS,Potassium Chl 20 mEq / 1000 mL D5NS,http://www.nlm.nih.gov/research/umls/rxnorm,615107,potassium chloride 20 MEQ / dextrose 5 % / sodium chloride 0.9 % in 1000 ML Injection,,code-search,,Potassium Chl 20 mEq / 1000 mL D5NS,615107,potassium chloride 20 MEQ / dextrose 5 % / sodium chloride 0.9 % in 1000 ML Injection,0.95,ok,D5NS = dextrose 5% in normal saline 0.9%; exact match
KCL20/1000D5W,Potassium Chl 20 mEq / 1000 mL D5W,http://www.nlm.nih.gov/research/umls/rxnorm,309783,potassium chloride 20 MEQ / glucose 5 % in 1000 ML Injection,,code-search,,Potassium Chl 20 mEq / 1000 mL D5W,309783,potassium chloride 20 MEQ / glucose 5 % in 1000 ML Injection,0.95,ok,D5W = dextrose 5% in water; matches exactly
KCL20/1000NS,Potassium Chl 20 mEq / 1000 mL NS,http://www.nlm.nih.gov/research/umls/rxnorm,637551,potassium chloride 20 MEQ / sodium chloride 0.9 % in 1000 ML Injection,,code-search,,Potassium Chl 20 mEq / 1000 mL NS,637551,potassium chloride 20 MEQ / sodium chloride 0.9 % in 1000 ML Injection,0.95,ok,NS = 0.9% sodium chloride; exact match
KCL2050NS,Potassium Chloride 20 mEq / 50 mL 0.9% Sodium Chloride ___,http://www.nlm.nih.gov/research/umls/rxnorm,214792,potassium chloride / sodium chloride,,code-search,,Potassium Chloride 20 mEq / 50 mL 0.9% Sodium Chloride,214792,potassium chloride / sodium chloride,0.85,ok,FSN matches drug combination; concentration is qualifier
KCL20P,Potassium Chloride Replacement (Oncology),http://www.nlm.nih.gov/research/umls/rxnorm,8591,potassium chloride,,code-search,,Potassium Chloride Replacement (Oncology),8591,potassium chloride,0.85,ok,Base concept potassium chloride; replacement/oncology are context
KCL20PM,Potassium Chloride 20 mEq / 50 mL Sterile Water ___,http://www.nlm.nih.gov/research/umls/rxnorm,1860466,potassium chloride 20 MEQ in 50 ML Injection,,code-search,,Potassium Chloride 20 mEq / 50 mL Sterile Water,1860466,potassium chloride 20 MEQ in 50 ML Injection,0.95,ok,FSN matches concentration and volume exactly
KCL40/1000D51/2NS,Potassium Chloride 40 mEq / 1000 mL D5 1/2 NS,http://www.nlm.nih.gov/research/umls/rxnorm,615100,potassium chloride 40 MEQ / dextrose 5 % / sodium chloride 0.45 % in 1000 ML Injection,,code-search,,Potassium Chloride 40 mEq / 1000 mL D5 1/2 NS,615100,potassium chloride 40 MEQ / dextrose 5 % / sodium chloride 0.45 % in 1000 ML Injection,0.95,ok,D5 1/2 NS = dextrose 5% in 0.45% NaCl; exact match
KCL40/1000D5NS,Potassium Chloride 40 mEq / 1000 mL D5NS,http://www.nlm.nih.gov/research/umls/rxnorm,615111,potassium chloride 40 MEQ / dextrose 5 % / sodium chloride 0.9 % in 1000 ML Injection,,code-search,,Potassium Chloride 40 mEq / 1000 mL D5NS,615111,potassium chloride 40 MEQ / dextrose 5 % / sodium chloride 0.9 % in 1000 ML Injection,0.95,ok,D5NS = dextrose 5% in normal saline 0.9%; exact match
KCL40/1000D5W,Potassium Chl 40 mEq / 1000 mL D5W,http://www.nlm.nih.gov/research/umls/rxnorm,309786,potassium chloride 40 MEQ / dextrose 5 % in 1000 ML Injection,,code-search,,Potassium Chl 40 mEq / 1000 mL D5W,309786,potassium chloride 40 MEQ / dextrose 5 % in 1000 ML Injection,0.97,ok,FSN matches input exactly (D5W = dextrose 5%)
KCL40/1000NS,Potassium Chloride 40 mEq / 1000 mL NS,http://www.nlm.nih.gov/research/umls/rxnorm,237367,potassium chloride 40 MEQ / sodium chloride 0.9 % in 1000 ML Injection,,code-search,,Potassium Chloride 40 mEq / 1000 mL NS,237367,potassium chloride 40 MEQ / sodium chloride 0.9 % in 1000 ML Injection,0.95,ok,NS is normal saline (sodium chloride 0.9%); exact match
KCL40/500D,Potassium Chloride 40 mEq / 500 mL 5% Dextrose,http://www.nlm.nih.gov/research/umls/rxnorm,216544,glucose / potassium chloride,,code-search,,Potassium Chloride 40 mEq / 500 mL 5% Dextrose,216544,glucose / potassium chloride,0.80,ok,Combination product matching both components; concentration not separately coded
KCL40/500N,Potassium Chloride 40 mEq / 500 mL 0.9% Sodium Chloride    <b>(Standard Diluent for Compound)</b>,,,,"code-search proposed 8631001 'Potassium chloride' at 0.70, below the 0.8 threshold.",code-search,,Potassium Chloride 40 mEq / 500 mL 0.9% Sodium Chloride <b>(Standard Diluent for Compound)</b>,8631001,Potassium chloride,0.70,below-threshold,Primary active substance in compound
KET15C,Ketoconazole 2%  CREAM:30GM,http://www.nlm.nih.gov/research/umls/rxnorm,203088,ketoconazole 2 % Topical Cream,,code-search,,Ketoconazole 2% CREAM:30GM,203088,ketoconazole 2 % Topical Cream,0.95,ok,FSN matches ketoconazole 2% cream; 30GM is quantity
KETA100/50NS,Ketamine 100 mg / 50 mL 0.9% Sodium Chloride *BAG*,http://www.nlm.nih.gov/research/umls/rxnorm,6130,ketamine,,code-search,,Ketamine 100 mg / 50 mL 0.9% Sodium Chloride *BAG*,6130,ketamine,0.80,ok,Ingredient ketamine matches; specific concentration not coded
KETA1000500,KETA1000500,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,KETA1000500,,,,no-label,
KETA10L,Ketamine (Oral Soln) 10 mg/1mL Oral Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,6130,ketamine,,code-search,,Ketamine (Oral Soln) 10 mg/1mL Oral Syringe,6130,ketamine,0.80,ok,Ingredient VS; active ingredient ketamine matches
KETA200/100,Ketamine 200 mg / 100 mL 0.9% Sodium Chloride *BAG*,http://snomed.info/sct,373464007,Ketamine,,code-search,,Ketamine 200 mg / 100 mL 0.9% Sodium Chloride *BAG*,373464007,Ketamine,0.85,ok,"Substance VS; Ketamine is the active substance, formulation is qualifier"
KETA200I,Ketamine (For Intubation),http://www.nlm.nih.gov/research/umls/rxnorm,6130,ketamine,,term-join,Q3-paren,Ketamine (For Intubation),,,,not-needed,
KETA30SYR,Ketamine,http://www.nlm.nih.gov/research/umls/rxnorm,6130,ketamine,,term-join,Q1-exact,Ketamine,,,,not-needed,
KETA500/250,Ketamine 500 mg / 250 mL 0.9% Sodium Chloride (*NON STANDARD,http://www.nlm.nih.gov/research/umls/rxnorm,6130,ketamine,,code-search,,Ketamine 500 mg / 250 mL 0.9% Sodium Chloride (*NON STANDARD,6130,ketamine,0.85,ok,Active ingredient matches; concentration/vehicle are qualifiers
KETA500I,Ketamine (For Intubation),http://www.nlm.nih.gov/research/umls/rxnorm,6130,ketamine,,term-join,Q3-paren,Ketamine (For Intubation),,,,not-needed,
KETA5I,Ketamine (For Intubation),http://www.nlm.nih.gov/research/umls/rxnorm,6130,ketamine,,term-join,Q3-paren,Ketamine (For Intubation),,,,not-needed,
KETA75L,Ketamine Oral Solution,http://www.nlm.nih.gov/research/umls/rxnorm,6130,ketamine,,code-search,,Ketamine Oral Solution,6130,ketamine,0.80,ok,Active ingredient; dosage form not captured in ingredient VS
KETO.5ES,*NF* Ketorolac 0.5% Ophth Soln 5mL Bottle,http://www.nlm.nih.gov/research/umls/rxnorm,860107,ketorolac tromethamine 0.5 % Ophthalmic Solution,,code-search,,Ketorolac 0.5% Ophth Soln 5mL Bottle,860107,ketorolac tromethamine 0.5 % Ophthalmic Solution,0.95,ok,FSN matches input exactly
KETO15I,Ketorolac Tromethamine,http://www.nlm.nih.gov/research/umls/rxnorm,28200,ketorolac tromethamine,,term-join,Q1-exact,Ketorolac Tromethamine,,,,not-needed,
KETO200,Ketoconazole 200 mg Tab,http://www.nlm.nih.gov/research/umls/rxnorm,197853,ketoconazole 200 MG Oral Tablet,,code-search,,Ketoconazole 200 mg Tab,197853,ketoconazole 200 MG Oral Tablet,0.95,ok,FSN matches input exactly
KETO2SH,Ketoconazole Shampoo 2%; 4 oz. Bottle,http://www.nlm.nih.gov/research/umls/rxnorm,106336,ketoconazole 2 % Medicated Shampoo,,code-search,,Ketoconazole Shampoo 2%; 4 oz. Bottle,106336,ketoconazole 2 % Medicated Shampoo,0.90,ok,FSN matches ketoconazole 2% shampoo; bottle size is packaging qualifier
KETR30I,Ketorolac 30mg/1mL 1mL VIAL,http://www.nlm.nih.gov/research/umls/rxnorm,1665461,ketorolac tromethamine 30 MG in 1 ML Injection,,code-search,,Ketorolac 30mg/1mL 1mL VIAL,1665461,ketorolac tromethamine 30 MG in 1 ML Injection,0.85,ok,Matches 30mg/1mL ketorolac; vial implies injection
LABE100,Labetalol 100mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,896758,labetalol HCl 100 MG Oral Tablet,,code-search,,Labetalol 100mg Tablet,896758,labetalol HCl 100 MG Oral Tablet,0.95,ok,FSN matches input exactly
LABE100I,Labetalol 100mg/20mL 20mL VIAL,http://www.nlm.nih.gov/research/umls/rxnorm,2477890,labetalol hydrochloride 5 MG/ML Injection,,code-search,,Labetalol 100mg/20mL 20mL VIAL,2477890,labetalol hydrochloride 5 MG/ML Injection,0.85,ok,100mg/20mL = 5mg/mL; matches concentration and form
LABE1200/400,LABE1200/400,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,LABE1200/400,,,,no-label,
LABE200,Labetalol 200mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,896762,labetalol HCl 200 MG Oral Tablet,,code-search,,Labetalol 200mg Tablet,896762,labetalol HCl 200 MG Oral Tablet,0.95,ok,FSN matches input exactly
LABE600/200,___,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,,,,,no-label,
LABE600/200NS,LABE600/200NS,,,,"source display carries no label — it is the formulary code repeated, or a redaction artefact — so no search was made. Searching a pharmacy mnemonic returns a confident answer to a string prefix rather than to a drug.",no-label,,LABE600/200NS,,,,no-label,
LACO100/100,LACOSamide 100 mg / 100 mL 0.9% Sodium Chloride,http://snomed.info/sct,441647003,Lacosamide,,code-search,,LACOSamide 100 mg / 100 mL 0.9% Sodium Chloride,441647003,Lacosamide,0.80,ok,"Substance VS; lacosamide is the active substance, NaCl is diluent"
LACO100L,Vimpat,http://www.nlm.nih.gov/research/umls/rxnorm,809979,Vimpat,,term-join,Q1-exact,Vimpat,,,,not-needed,
LACO150,Lacosamide 150 MG TABLET,http://www.nlm.nih.gov/research/umls/rxnorm,809992,lacosamide 150 MG Oral Tablet,,code-search,,Lacosamide 150 MG TABLET,809992,lacosamide 150 MG Oral Tablet,1.00,ok,FSN matches input exactly
LACO150/100,LACOSamide 150 mg / 100 mL 0.9% Sodium Chloride,http://snomed.info/sct,441647003,Lacosamide,,code-search,,LACOSamide 150 mg / 100 mL 0.9% Sodium Chloride,441647003,Lacosamide,0.85,ok,Substance is lacosamide; saline is diluent
LACO200,Vimpat,http://www.nlm.nih.gov/research/umls/rxnorm,809979,Vimpat,,term-join,Q1-exact,Vimpat,,,,not-needed,
LACO200/100,LACOsamide 200mg/100mL 100mL Bag,http://snomed.info/sct,441647003,Lacosamide,,code-search,,LACOsamide 200mg/100mL 100mL Bag,441647003,Lacosamide,0.85,ok,"Substance VS; concentration/bag are product details, substance is Lacosamide"
LACO200I,Vimpat,http://www.nlm.nih.gov/research/umls/rxnorm,809979,Vimpat,,term-join,Q1-exact,Vimpat,,,,not-needed,
LACO250/100,LACOSamide 250 mg / 100 mL 0.9% Sodium Chloride,http://snomed.info/sct,441647003,Lacosamide,,code-search,,LACOSamide 250 mg / 100 mL 0.9% Sodium Chloride,441647003,Lacosamide,0.85,ok,Input is lacosamide product; substance lacosamide is the correct match
LACO300/100,LACOSamide 300 mg / 100 mL 0.9% Sodium Chloride,http://snomed.info/sct,441647003,Lacosamide,,code-search,,LACOSamide 300 mg / 100 mL 0.9% Sodium Chloride,441647003,Lacosamide,0.85,ok,Input is lacosamide in saline; substance is lacosamide
LACO50,Vimpat,http://www.nlm.nih.gov/research/umls/rxnorm,809979,Vimpat,,term-join,Q1-exact,Vimpat,,,,not-needed,
LACO50/100,LACOSamide 50 mg / 100 mL 0.9% Sodium Chloride,http://www.nlm.nih.gov/research/umls/rxnorm,623400,lacosamide,,code-search,,LACOSamide 50 mg / 100 mL 0.9% Sodium Chloride,623400,lacosamide,0.80,ok,Ingredient matches; concentration/vehicle not separately coded
LACO50L,LACOSamide Oral Solution 50 mg / 5 mL Oral Syringe,http://www.nlm.nih.gov/research/umls/rxnorm,993856,lacosamide 10 MG in 1 mL Oral Solution,,code-search,,LACOSamide Oral Solution 50 mg / 5 mL Oral Syringe,993856,lacosamide 10 MG in 1 mL Oral Solution,0.85,ok,50mg/5mL = 10mg/mL; matches lacosamide oral solution concentration
LACO75/100,LACOSamide 75 mg / 100 mL 0.9% Sodium Chloride,http://snomed.info/sct,441647003,Lacosamide,,code-search,,LACOSamide 75 mg / 100 mL 0.9% Sodium Chloride,441647003,Lacosamide,0.80,ok,Active substance lacosamide; candidates are diluent only
LACT1000R,Lactulose Enema,http://www.nlm.nih.gov/research/umls/rxnorm,6218,lactulose,,code-search,,Lactulose Enema,6218,lactulose,0.85,ok,"Ingredient ValueSet; enema is dosage form, ingredient is lactulose"
LACT12T,Lactic Acid 12% Lotion 225GM BTL,http://www.nlm.nih.gov/research/umls/rxnorm,607229,lactic acid 12 % Topical Lotion,,code-search,,Lactic Acid 12% Lotion 225GM BTL,607229,lactic acid 12 % Topical Lotion,0.90,ok,FSN matches lactic acid 12% lotion; pack size is non-clinical
LACT250R,Lactulose Enema 250 mL Bottle,http://snomed.info/sct,273945008,Lactulose,,code-search,,Lactulose Enema 250 mL Bottle,273945008,Lactulose,0.85,ok,"Substance VS; enema/bottle are formulation details, base substance is Lactulose"
LACT30L,Lactulose,http://www.nlm.nih.gov/research/umls/rxnorm,6218,lactulose,,term-join,Q1-exact,Lactulose,,,,not-needed,
LAMI100,LaMIVudine Oral Soln.,http://www.nlm.nih.gov/research/umls/rxnorm,199148,lamiVUDine 10 MG in 1 mL Oral Solution,,code-search,,LaMIVudine Oral Soln.,199148,lamiVUDine 10 MG in 1 mL Oral Solution,0.80,ok,Lamivudine oral solution; strength not specified in input
LAMI10L,LaMIVudine Oral Soln.,http://www.nlm.nih.gov/research/umls/rxnorm,199148,lamiVUDine 10 MG in 1 mL Oral Solution,,code-search,,LaMIVudine Oral Soln.,199148,lamiVUDine 10 MG in 1 mL Oral Solution,0.80,ok,Lamivudine oral solution; strength not specified in input
LAMI150,LaMIVudine 150mg Tablet,http://www.nlm.nih.gov/research/umls/rxnorm,199147,lamiVUDine 150 MG Oral Tablet,,code-search,,LaMIVudine 150mg Tablet,199147,lamiVUDine 150 MG Oral Tablet,0.98,ok,FSN matches input exactly
LAMI250,terbinafine HCl,http://www.nlm.nih.gov/research/umls/rxnorm,235838,terbinafine hydrochloride,,term-join,Q2-salt,terbinafine HCl,,,,not-needed,
