mimic_code,mimic_display,loinc_code,loinc_display,comment,codesearch_query,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
51803,"Triglycerides, CSF",,,"code-search proposed 12228-3 |Triglyceride [Mass/volume] in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Triglycerides, CSF', below the 0.8 threshold.","Hospital laboratory analyte measured in Cerebrospinal Fluid: Triglycerides, CSF",12228-3,Triglyceride [Mass/volume] in Body fluid,0.75,below-threshold,No CSF-specific code; Body fluid is closest broader match
51804,"Urea Nitrogen, CSF",14000-4,Urea nitrogen [Mass/volume] in Cerebral spinal fluid,,"Hospital laboratory analyte measured in Cerebrospinal Fluid: Urea Nitrogen, CSF",14000-4,Urea nitrogen [Mass/volume] in Cerebral spinal fluid,0.85,ok,FSN matches Urea nitrogen in CSF exactly
51805,"Uric Acid, CSF",13902-2,Urate [Mass/volume] in Cerebral spinal fluid,,"Hospital laboratory analyte measured in Cerebrospinal Fluid: Uric Acid, CSF",13902-2,Urate [Mass/volume] in Cerebral spinal fluid,0.85,ok,Uric acid in CSF; mass/volume is standard
51806,Voided Specimen,,,"code-search returned no match for 'Hospital laboratory analyte measured in Cerebrospinal Fluid: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Cerebrospinal Fluid: Voided Specimen,,,,no-match,
51807,(Albumin),1752-5,Albumin [Mass/volume] in Synovial fluid,,Hospital laboratory analyte measured in Joint Fluid: (Albumin),1752-5,Albumin [Mass/volume] in Synovial fluid,0.85,ok,Joint fluid = synovial fluid; FSN matches exactly
51808,Alpha-1,2866-2,Alpha 1 globulin [Mass/volume] in Synovial fluid by Electrophoresis,,Hospital laboratory analyte measured in Joint Fluid: Alpha-1,2866-2,Alpha 1 globulin [Mass/volume] in Synovial fluid by Electrophoresis,0.85,ok,Alpha-1 analyte in joint (synovial) fluid; method qualifier unstated
51809,Alpha-2,2869-6,Alpha 2 globulin [Mass/volume] in Synovial fluid by Electrophoresis,,Hospital laboratory analyte measured in Joint Fluid: Alpha-2,2869-6,Alpha 2 globulin [Mass/volume] in Synovial fluid by Electrophoresis,0.85,ok,Alpha-2 globulin measured in joint (synovial) fluid
51810,Beta,2872-0,Beta globulin [Mass/volume] in Synovial fluid by Electrophoresis,,Hospital laboratory analyte measured in Joint Fluid: Beta,2872-0,Beta globulin [Mass/volume] in Synovial fluid by Electrophoresis,0.80,ok,Beta analyte in joint (synovial) fluid; closest match
51811,"Bicarbonate,Joint Fluid",,,"code-search proposed 16459-0 |Bicarbonate [Moles/volume] in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Joint Fluid: Bicarbonate,Joint Fluid', below the 0.8 threshold.","Hospital laboratory analyte measured in Joint Fluid: Bicarbonate,Joint Fluid",16459-0,Bicarbonate [Moles/volume] in Body fluid,0.75,below-threshold,No joint-fluid-specific code; Body fluid is closest broader match
51812,"Bilirubin, Total, Joint Fluid",14423-8,Bilirubin.total [Mass/volume] in Synovial fluid,,"Hospital laboratory analyte measured in Joint Fluid: Bilirubin, Total, Joint Fluid",14423-8,Bilirubin.total [Mass/volume] in Synovial fluid,0.85,ok,FSN matches Bilirubin total in joint/synovial fluid
51813,"Chloride, Joint Fluid",,,"code-search proposed 2072-7 |Chloride [Moles/volume] in Body fluid| at 0.70 for 'Hospital laboratory analyte measured in Joint Fluid: Chloride, Joint Fluid', below the 0.8 threshold.","Hospital laboratory analyte measured in Joint Fluid: Chloride, Joint Fluid",2072-7,Chloride [Moles/volume] in Body fluid,0.70,below-threshold,No joint-specific chloride code; Body fluid is closest broader match
51814,"Cholesterol, Joint Fluid",14443-6,Cholesterol [Mass/volume] in Synovial fluid,,"Hospital laboratory analyte measured in Joint Fluid: Cholesterol, Joint Fluid",14443-6,Cholesterol [Mass/volume] in Synovial fluid,0.85,ok,Joint fluid = synovial fluid; cholesterol analyte matches
51815,Clostrid,97614-2,Clostridium perfringens [Presence] in Synovial fluid by NAA with non-probe detection,,Hospital laboratory analyte measured in Joint Fluid: Clostrid,97614-2,Clostridium perfringens [Presence] in Synovial fluid by NAA with non-probe detection,0.85,ok,Clostridium analyte in joint (synovial) fluid; closest match
51816,Cryptococ,,,"code-search proposed 16692-6 |Cryptococcus sp Ag [Presence] in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Joint Fluid: Cryptococ', below the 0.8 threshold.",Hospital laboratory analyte measured in Joint Fluid: Cryptococ,16692-6,Cryptococcus sp Ag [Presence] in Body fluid,0.75,below-threshold,"Closest match; body fluid broader than joint fluid, no joint-specific code exists"
51817,Fl Scan,,,"code-search returned no match for 'Hospital laboratory analyte measured in Joint Fluid: Fl Scan' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Joint Fluid: Fl Scan,,,,no-match,
51818,"IgG, Joint Fluid",,,"code-search returned no match for 'Hospital laboratory analyte measured in Joint Fluid: IgG, Joint Fluid' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).","Hospital laboratory analyte measured in Joint Fluid: IgG, Joint Fluid",,,,no-match,
51819,"Immunoelectrophoresis, Joint Fluid",,,"code-search returned no match for 'Hospital laboratory analyte measured in Joint Fluid: Immunoelectrophoresis, Joint Fluid' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).","Hospital laboratory analyte measured in Joint Fluid: Immunoelectrophoresis, Joint Fluid",,,,no-match,
51820,"Osmolality, Joint Fluid",,,"code-search proposed 15200-9 |Osmolality of Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Joint Fluid: Osmolality, Joint Fluid', below the 0.8 threshold.","Hospital laboratory analyte measured in Joint Fluid: Osmolality, Joint Fluid",15200-9,Osmolality of Body fluid,0.75,below-threshold,No specific synovial/joint fluid code; Body fluid is closest broader match
51821,"PEP, Joint Fluid, Gamma Region",15128-2,Gamma globulin/Protein.total in Synovial fluid by Electrophoresis,,"Hospital laboratory analyte measured in Joint Fluid: PEP, Joint Fluid, Gamma Region",15128-2,Gamma globulin/Protein.total in Synovial fluid by Electrophoresis,0.85,ok,Gamma region fraction by protein electrophoresis in joint (synovial) fluid
51822,"Potassium, Joint Fluid",14172-1,Potassium [Moles/volume] in Synovial fluid,,"Hospital laboratory analyte measured in Joint Fluid: Potassium, Joint Fluid",14172-1,Potassium [Moles/volume] in Synovial fluid,0.85,ok,Joint fluid is synovial fluid; FSN matches exactly
51823,"Sodium, Joint Fluid",,,"code-search proposed 2950-4 |Sodium [Moles/volume] in Body fluid| at 0.75 for 'Hospital laboratory analyte measured in Joint Fluid: Sodium, Joint Fluid', below the 0.8 threshold.","Hospital laboratory analyte measured in Joint Fluid: Sodium, Joint Fluid",2950-4,Sodium [Moles/volume] in Body fluid,0.75,below-threshold,No exact joint/synovial fluid code; Body fluid is closest broader match
51824,"Triglycerides, Joint Fluid",14449-3,Triglyceride [Mass/volume] in Synovial fluid,,"Hospital laboratory analyte measured in Joint Fluid: Triglycerides, Joint Fluid",14449-3,Triglyceride [Mass/volume] in Synovial fluid,0.85,ok,Joint fluid = synovial fluid; Triglyceride in Synovial fluid matches
51825,"Urea Nitrogen, Joint Fluid",14396-6,Urea nitrogen [Mass/volume] in Synovial fluid,,"Hospital laboratory analyte measured in Joint Fluid: Urea Nitrogen, Joint Fluid",14396-6,Urea nitrogen [Mass/volume] in Synovial fluid,0.85,ok,Joint fluid = synovial fluid; FSN matches exactly
51826,"Uric Acid, Joint Fluid",3085-8,Urate [Mass/volume] in Synovial fluid,,"Hospital laboratory analyte measured in Joint Fluid: Uric Acid, Joint Fluid",3085-8,Urate [Mass/volume] in Synovial fluid,0.85,ok,Uric acid in joint fluid = urate in synovial fluid; mass/volume is standard
51827,Voided Specimen,,,"code-search returned no match for 'Hospital laboratory analyte measured in Joint Fluid: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Joint Fluid: Voided Specimen,,,,no-match,
51828,Voided Specimen,,,"code-search returned no match for 'Hospital laboratory analyte measured in Bone Marrow: Voided Specimen' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Bone Marrow: Voided Specimen,,,,no-match,
51829,72 Hr Fat,2271-5,Fat [Mass/time] in 72 hour Stool,,Hospital laboratory analyte measured in Other Body Fluid: 72 Hr Fat,2271-5,Fat [Mass/time] in 72 hour Stool,0.80,ok,72 Hr Fat maps to 72-hour stool fat test; system differs from 'Other Body Fluid'
51830,Acid BAO,,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Acid BAO' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Other Body Fluid: Acid BAO,,,,no-match,
51831,Acid MAO,,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Acid MAO' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Other Body Fluid: Acid MAO,,,,no-match,
51833,"AFP, Amniotic Fluid",1832-5,Alpha-1-Fetoprotein [Mass/volume] in Amniotic fluid,,"Hospital laboratory analyte measured in Other Body Fluid: AFP, Amniotic Fluid",1832-5,Alpha-1-Fetoprotein [Mass/volume] in Amniotic fluid,0.85,ok,"AFP analyte measured in amniotic fluid, quantitative"
51834,"AFP, Body Fluid",11207-8,Alpha-1-Fetoprotein [Mass/volume] in Body fluid,,"Hospital laboratory analyte measured in Other Body Fluid: AFP, Body Fluid",11207-8,Alpha-1-Fetoprotein [Mass/volume] in Body fluid,0.85,ok,AFP analyte measured in Body fluid; matches input
51835,(Albumi,1747-5,Albumin [Mass/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: (Albumi,1747-5,Albumin [Mass/volume] in Body fluid,0.85,ok,Albumin analyte measured in body fluid; matches Other Body Fluid context
51836,<Albumin>,1747-5,Albumin [Mass/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: <Albumin>,1747-5,Albumin [Mass/volume] in Body fluid,0.85,ok,Albumin analyte measured in body fluid; matches LOINC class type
51837,Alpha-1,,,"code-search proposed 29146-8 |Alpha 1 antitrypsin [Mass/volume] in Body fluid| at 0.70 for 'Hospital laboratory analyte measured in Other Body Fluid: Alpha-1', below the 0.8 threshold.",Hospital laboratory analyte measured in Other Body Fluid: Alpha-1,29146-8,Alpha 1 antitrypsin [Mass/volume] in Body fluid,0.70,below-threshold,'Alpha-1' most commonly refers to Alpha-1 antitrypsin; top-ranked candidate in Body fluid
51838,Alpha-2,17814-5,Alpha 2 globulin/Protein.total in Body fluid by Electrophoresis,,Hospital laboratory analyte measured in Other Body Fluid: Alpha-2,17814-5,Alpha 2 globulin/Protein.total in Body fluid by Electrophoresis,0.80,ok,"Alpha-2 globulin in body fluid; property unspecified, ranked first"
51839,Anat Path Hold,,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Anat Path Hold' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Other Body Fluid: Anat Path Hold,,,,no-match,
51840,Beta,,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Beta' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Other Body Fluid: Beta,,,,no-match,
51841,"Blood, Occult",,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Blood, Occult' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).","Hospital laboratory analyte measured in Other Body Fluid: Blood, Occult",,,,no-match,
51842,Bun,3093-2,Urea nitrogen [Mass/volume] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Bun,3093-2,Urea nitrogen [Mass/volume] in Body fluid,0.85,ok,FSN matches BUN in body fluid exactly
51843,C. diff PCR,61367-9,Clostridioides difficile DNA [Presence] in Specimen by NAA with probe detection,,Hospital laboratory analyte measured in Other Body Fluid: C. diff PCR,61367-9,Clostridioides difficile DNA [Presence] in Specimen by NAA with probe detection,0.85,ok,C. diff PCR; generic specimen matches 'Other Body Fluid' analyte
51844,C diff Toxin Antigen Assay,,,"code-search proposed 13957-6 |Clostridioides difficile toxin A [Presence] in Stool by Immunoassay| at 0.70 for 'Hospital laboratory analyte measured in Other Body Fluid: C diff Toxin Antigen Assay', below the 0.8 threshold.",Hospital laboratory analyte measured in Other Body Fluid: C diff Toxin Antigen Assay,13957-6,Clostridioides difficile toxin A [Presence] in Stool by Immunoassay,0.70,below-threshold,C diff toxin antigen assay; specimen differs (stool vs other body fluid)
51846,Chlamydia trachomatis,,,"code-search proposed 45130-2 |Chlamydia trachomatis Ab [Presence] in Body fluid| at 0.60 for 'Hospital laboratory analyte measured in Other Body Fluid: Chlamydia trachomatis', below the 0.8 threshold.",Hospital laboratory analyte measured in Other Body Fluid: Chlamydia trachomatis,45130-2,Chlamydia trachomatis Ab [Presence] in Body fluid,0.60,below-threshold,"Body fluid Chlamydia trachomatis; Ab/Ag unstated, both fit type"
51847,Clostrid,,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Clostrid' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Other Body Fluid: Clostrid,,,,no-match,
51854,Cryptococ,16692-6,Cryptococcus sp Ag [Presence] in Body fluid,,Hospital laboratory analyte measured in Other Body Fluid: Cryptococ,16692-6,Cryptococcus sp Ag [Presence] in Body fluid,0.85,ok,Cryptococcus analyte in Body fluid matches Other Body Fluid
51855,"DSPC, Amniotic Fluid",2784-7,Phosphatidylcholine.saturated [Mass/volume] in Amniotic fluid,,"Hospital laboratory analyte measured in Other Body Fluid: DSPC, Amniotic Fluid",2784-7,Phosphatidylcholine.saturated [Mass/volume] in Amniotic fluid,0.85,ok,DSPC = disaturated phosphatidylcholine; FSN matches analyte in amniotic fluid
51856,Epr,,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Epr' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Other Body Fluid: Epr,,,,no-match,
51857,Fl Scan,,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Fl Scan' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).",Hospital laboratory analyte measured in Other Body Fluid: Fl Scan,,,,no-match,
51858,HIV 1 Viral Load,41498-7,HIV 1 RNA [#/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection,,Hospital laboratory analyte measured in Other Body Fluid: HIV 1 Viral Load,41498-7,HIV 1 RNA [#/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection,0.85,ok,HIV 1 viral load in body fluid (CSF); matches analyte and property
51861,"Immunoelectrophoresis, Fluid",,,"code-search returned no match for 'Hospital laboratory analyte measured in Other Body Fluid: Immunoelectrophoresis, Fluid' within (http://loinc.org)(CLASSTYPE=1,STATUS=ACTIVE).","Hospital laboratory analyte measured in Other Body Fluid: Immunoelectrophoresis, Fluid",,,,no-match,
51862,"Immunoglobulin G, Body Fluid",15183-7,IgG [Mass/volume] in Body fluid,,"Hospital laboratory analyte measured in Other Body Fluid: Immunoglobulin G, Body Fluid",15183-7,IgG [Mass/volume] in Body fluid,0.85,ok,Immunoglobulin G measured in body fluid
51864,Influenza A by PCR,34487-9,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,,Hospital laboratory analyte measured in Other Body Fluid: Influenza A by PCR,34487-9,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,0.80,ok,Matches Influenza A by PCR; specimen is generic Specimen rather than Body fluid
51865,Influenza A by PCR,34487-9,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,,Hospital laboratory analyte measured in Other Body Fluid: Influenza A by PCR,34487-9,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,0.80,ok,Matches Influenza A by PCR; specimen is generic Specimen rather than Body fluid
51869,"Influenza A, Rapid Antigen",,,"code-search proposed 31859-2 |Influenza virus A Ag [Presence] in Specimen| at 0.75 for 'Hospital laboratory analyte measured in Other Body Fluid: Influenza A, Rapid Antigen', below the 0.8 threshold.","Hospital laboratory analyte measured in Other Body Fluid: Influenza A, Rapid Antigen",31859-2,Influenza virus A Ag [Presence] in Specimen,0.75,below-threshold,Influenza A antigen test; specimen/method structural details not exact
51870,"Influenza A, Rapid Antigen",,,"code-search proposed 31859-2 |Influenza virus A Ag [Presence] in Specimen| at 0.75 for 'Hospital laboratory analyte measured in Other Body Fluid: Influenza A, Rapid Antigen', below the 0.8 threshold.","Hospital laboratory analyte measured in Other Body Fluid: Influenza A, Rapid Antigen",31859-2,Influenza virus A Ag [Presence] in Specimen,0.75,below-threshold,Influenza A antigen test; specimen/method structural details not exact
51872,Influenza B by PCR,40982-1,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,,Hospital laboratory analyte measured in Other Body Fluid: Influenza B by PCR,40982-1,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,0.80,ok,Influenza B by PCR; generic Specimen matches body fluid analyte
