mimic_code,mimic_display,rxnorm_code,rxnorm_display,comment,method,join_rung,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
043150,Golden Seal (Goldenseal),,,"code-search proposed 1372255 'goldenseal extract' at 0.80, below the 0.85 threshold.",code-search,,1372255,goldenseal extract,0.80,below-threshold,Only candidate for the herb; extract is the ingredient form
043152,golden seal root,,,"code-search proposed 1314583 'Hydrastis canadensis whole preparation' at 0.80, below the 0.85 threshold.",code-search,,1314583,Hydrastis canadensis whole preparation,0.80,below-threshold,Goldenseal is Hydrastis canadensis; whole preparation is closest broader match to root
043163,bilberry,,,"code-search proposed 125929 'bilberry extract' at 0.80, below the 0.85 threshold.",code-search,,125929,bilberry extract,0.80,below-threshold,Closest general bilberry substance; others add unstated specifiers
043171,Grape Seed Extract,237116,grape seed extract,,term-join,Q1-exact,,,,not-needed,
043173,grape seed extract [Grape Seed],237116,grape seed extract,,term-join,B1-generic,,,,not-needed,
043177,Capsicum (Cayenne),1313692,red pepper extract,,code-search,,1313692,red pepper extract,0.85,ok,Synonym 'Capsicum annuum var. annuum extract' matches Capsicum (Cayenne)
043179,capsicum (cayenne),1313692,red pepper extract,,code-search,,1313692,red pepper extract,0.85,ok,Synonym 'Capsicum annuum var. annuum extract' matches Capsicum (Cayenne)
043202,ropinirole [Requip],72302,ropinirole,,term-join,B1-generic,,,,not-needed,
043203,ropinirole [Requip],72302,ropinirole,,term-join,B1-generic,,,,not-needed,
043228,Garlic-X,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043237,Tirofiban 5mg/100mL 100mL BAG,1737466,tirofiban 5 MG in 100 ML Injection,,code-search,,1737466,tirofiban 5 MG in 100 ML Injection,0.95,ok,FSN matches tirofiban 5mg/100mL exactly
043242,insulin lispro protam-lispro [Humalog Mix 50-50 KwikPen],847211,insulin lispro protamine / insulin lispro 50/50 in 3 ML Pen Injector,,code-search,,847211,insulin lispro protamine / insulin lispro 50/50 in 3 ML Pen Injector,0.90,ok,Humalog Mix 50-50 KwikPen is a pen injector; matches pen injector product
043247,niacin,7393,niacin,,term-join,Q1-exact,,,,not-needed,
043256,Lidoderm,261555,Lidoderm,,term-join,Q1-exact,,,,not-needed,
043271,glucosamine-msm-magnesium-vitC [Glucosamine Complex-MSM],,,"code-search proposed 466459 'glucosamine / methylsulfonylmethane' at 0.60, below the 0.85 threshold.",code-search,,466459,glucosamine / methylsulfonylmethane,0.60,below-threshold,Closest partial match; no code combines all four components
043272,MSM,23247,methylsulfonylmethane,,code-search,,23247,methylsulfonylmethane,0.85,ok,MSM is methylsulfonylmethane; FSN matches exactly
043292,Maxipime,82808,Maxipime,,term-join,Q1-exact,,,,not-needed,
043331,Premesis Rx,261616,Premesis Rx,,term-join,Q1-exact,,,,not-needed,
043345,Digestive Enzymes,,,"code-search proposed 235379 'pancrelipase' at 0.60, below the 0.85 threshold.",code-search,,235379,pancrelipase,0.60,below-threshold,"Digestive Enzymes is a broad category; no generic concept exists, pancrelipase is the prototypical digestive enzyme product"
043349,penicillin G benzathine [Bicillin L-A],7982,penicillin G benzathine,,term-join,B1-generic,,,,not-needed,
043350,penicillin G benzathine [Bicillin L-A],7982,penicillin G benzathine,,term-join,B1-generic,,,,not-needed,
043362,doxycycline hyclate,23663,doxycycline hyclate,,term-join,Q1-exact,,,,not-needed,
043363,calcium-magnesium-copper-zinc,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043366,Wixela Inhub,2110506,Wixela,,code-search,,2110506,Wixela,0.85,ok,Brand name for fluticasone/salmeterol inhaler; matches input
043367,Wixela Inhub,2110506,Wixela,,code-search,,2110506,Wixela,0.85,ok,Brand name for fluticasone/salmeterol inhaler; matches input
043368,Wixela Inhub,2110506,Wixela,,code-search,,2110506,Wixela,0.85,ok,Brand name for fluticasone/salmeterol inhaler; matches input
043384,"nut.tx.comp.immune system,soy [Ensure Immune Health]",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043385,Nepro,,,"code-search proposed 707892 'Neupro' at 0.65, below the 0.85 threshold.",code-search,,707892,Neupro,0.65,below-threshold,
043394,Feverfew,114203,feverfew extract,,code-search,,114203,feverfew extract,0.85,ok,Feverfew herb as medicinal product; extract form is standard referent
043398,"nut.tx.gluc.intol,lac-free,reg [Boost Glucose Control]",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043399,Glucerna,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043400,Pulmocare,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043401,"nut.tx.pulm.disord.reg,lacfree [Nutren Pulmonary]",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043402,"nut.tx.gluc.intol,lac-free,soy [Glytrol]",,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043405,Perative,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043432,potassium gluconate,89903,potassium gluconate,,term-join,Q1-exact,,,,not-needed,
043434,somatropin,61148,somatropin,,term-join,Q1-exact,,,,not-needed,
043436,somatropin [Genotropin Miniquick],61148,somatropin,,term-join,B1-generic,,,,not-needed,
043458,sirolimus,35302,sirolimus,,term-join,Q1-exact,,,,not-needed,
043462,imiglucerase [Cerezyme],84959,imiglucerase,,term-join,B1-generic,,,,not-needed,
043463,Glucotrol XL,,,"code-search proposed 4821 'glipizide' at 0.80, below the 0.85 threshold.",code-search,,4821,glipizide,0.80,below-threshold,Glucotrol XL is brand for glipizide; ingredient match in RxNorm VS
043471,pseudoephedrine HCl,91168,pseudoephedrine hydrochloride,,term-join,Q2-salt,,,,not-needed,
043483,hawthorn [Hawthorn Berry],283570,hawthorn berry,,term-join,B5-brand,,,,not-needed,
043485,grape seed extract [Grape Seed],237116,grape seed extract,,term-join,B1-generic,,,,not-needed,
043487,diuretic per pt,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043488,Hectorol,261539,Hectorol,,term-join,Q1-exact,,,,not-needed,
043489,Spirulina Soy Protein,487252,Spirulina,,code-search,,487252,Spirulina,0.85,ok,Primary ingredient; no combined code exists
043496,Citracal + D,1007835,calcium citrate / cholecalciferol,,code-search,,1007835,calcium citrate / cholecalciferol,0.85,ok,Citracal + D is calcium citrate with vitamin D3 (cholecalciferol); generic ingredient match
043509,terbinafine [Lamisil AT],37801,terbinafine,,term-join,B1-generic,,,,not-needed,
043518,prenatal vit-iron fumarate-FA [Prenatal 19],,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043519,guarana (paullinia cupana),1311509,Paullinia cupana seed extract,,code-search,,1311509,Paullinia cupana seed extract,0.85,ok,Guarana is Paullinia cupana; seed extract matches the substance
043524,vit E-wheat germ-aloe vera,11256,vitamin E,,code-search,,11256,vitamin E,0.85,ok,Primary ingredient of the combination
043536,tramadol [Ultram ER],10689,tramadol,,term-join,B1-generic,,,,not-needed,
043537,tramadol,10689,tramadol,,term-join,Q1-exact,,,,not-needed,
043539,folic acid-vit B6-vit B12 [Homocysteine Formula],1008064,folic acid / vitamin B12 / vitamin B6,,code-search,,1008064,folic acid / vitamin B12 / vitamin B6,0.95,ok,FSN matches the three-component combination exactly
043557,zafirlukast [Accolate],114970,zafirlukast,,term-join,B1-generic,,,,not-needed,
043559,Flaxseed Oil,6404,linseed oil,,term-join,Q1-exact,,,,not-needed,
043560,Lipoic Acid,6417,thioctic acid,,code-search,,6417,thioctic acid,0.85,ok,Thioctic acid is lipoic acid; base ingredient matches
043587,black cohosh,236665,black cohosh extract,,code-search,,236665,black cohosh extract,0.85,ok,FSN matches input; root extract adds unstated specificity
043590,hawthorn extract,,,"code-search proposed 155097 'hawthorn preparation' at 0.70, below the 0.85 threshold.",code-search,,155097,hawthorn preparation,0.70,below-threshold,Generic 'hawthorn extract' has no exact code; broader preparation captures meaning without part overstepping
043593,alpha lipoic acid 600mg one tablet every morning,252148,alpha lipoic acid 600 MG Oral Tablet,,code-search,,252148,alpha lipoic acid 600 MG Oral Tablet,0.85,ok,"FSN matches drug, dose, and form; dosing instruction not coded"
043595,echinacea-golden seal,228041,Echinacea preparation,,code-search,,228041,Echinacea preparation,0.85,ok,Primary herbal ingredient; combination product
043597,Odorless Garlic,,,"code-search proposed 265647 'garlic preparation' at 0.80, below the 0.85 threshold.",code-search,,265647,garlic preparation,0.80,below-threshold,Garlic preparation captures the substance; 'odorless' is a qualifier
043599,Vitamin C-Bioflavonoids,,,"code-search proposed 689494 'ascorbic acid / hesperidin' at 0.70, below the 0.85 threshold.",code-search,,689494,ascorbic acid / hesperidin,0.70,below-threshold,Vitamin C + bioflavonoid (hesperidin) combination; closest match
043600,bilberry (vaccinium myrtillus) [bilberry],,,"code-search proposed 125929 'bilberry extract' at 0.80, below the 0.85 threshold.",code-search,,125929,bilberry extract,0.80,below-threshold,Generic bilberry; closest broader match without specifying part
043639,coal tar [Psoriasin],2635,coal tar,,term-join,B1-generic,,,,not-needed,
043640,Beano,287534,Beano,,term-join,Q1-exact,,,,not-needed,
043642,ascorbic acid-ascorbate sodium,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043648,black cohosh,236665,black cohosh extract,,code-search,,236665,black cohosh extract,0.85,ok,FSN matches input; root extract adds unstated specificity
043653,Bee Pollen,253157,bee pollen,,term-join,Q1-exact,,,,not-needed,
043654,Bee Pollen,253157,bee pollen,,term-join,Q1-exact,,,,not-needed,
043657,bee pollen,253157,bee pollen,,term-join,Q1-exact,,,,not-needed,
043658,bee pollen,253157,bee pollen,,term-join,Q1-exact,,,,not-needed,
043660,Malic Acid Plus,29209,malic acid,,code-search,,29209,malic acid,0.85,ok,Core ingredient malic acid; 'Plus' is brand qualifier
043697,betahistine (bulk),1511,betahistine,,term-join,Q3-paren,,,,not-needed,
043706,Tamiflu,261657,Tamiflu,,term-join,Q1-exact,,,,not-needed,
043707,glucosamine-chondroit-vit C-Mn [Glucosamine-Chondroitin Complx],1144963,ascorbate manganese / chondroitin sulfates / glucosamine,,code-search,,1144963,ascorbate manganese / chondroitin sulfates / glucosamine,0.90,ok,"Combines glucosamine, chondroitin, vitamin C (ascorbate), and manganese"
043713,Lodosyn,203437,Lodosyn,,term-join,Q1-exact,,,,not-needed,
043731,Cranberry,125933,cranberry preparation,,code-search,,125933,cranberry preparation,0.85,ok,General cranberry ingredient; captures substance without product specificity
043733,Super Calcium-Vitamin D,608343,calcium carbonate / cholecalciferol,,code-search,,608343,calcium carbonate / cholecalciferol,0.85,ok,Calcium + vitamin D supplement; matches brand meaning
043734,Ester-C,142407,calcium ascorbate,,code-search,,142407,calcium ascorbate,0.85,ok,Ester-C is a brand of buffered vitamin C (calcium ascorbate)
043735,Ester-C with Bioflavonoids,,,"code-search proposed 689494 'ascorbic acid / hesperidin' at 0.70, below the 0.85 threshold.",code-search,,689494,ascorbic acid / hesperidin,0.70,below-threshold,Ester-C is vitamin C (calcium ascorbate); hesperidin is a bioflavonoid; closest combination match
043744,ascorbic acid-ascorbate sodium,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043747,ascorbic acid-ascorbate sodium,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043752,Cranberry-Vitamin C-Vitamin E,,,"code-search proposed 1008100 'ascorbic acid / vitamin E' at 0.50, below the 0.85 threshold.",code-search,,1008100,ascorbic acid / vitamin E,0.50,below-threshold,"Closest match; no code combines all three ingredients, omits cranberry"
043753,chondroitin sulfate A [Chondroitin Sulfate],476847,chondroitin sulfate A sodium,,code-search,,476847,chondroitin sulfate A sodium,0.85,ok,Closest match to chondroitin sulfate A substance
043759,polyethyl glycol-polyvinyl alc [Hypotears],227192,Hypotears,,term-join,B5-brand,,,,not-needed,
043760,Percocet,42844,Percocet,,term-join,Q1-exact,,,,not-needed,
043761,Percocet,42844,Percocet,,term-join,Q1-exact,,,,not-needed,
043768,Royal Jelly,35805,royal jelly,,term-join,Q1-exact,,,,not-needed,
043787,Calcium Carbonate,1897,calcium carbonate,,term-join,Q1-exact,,,,not-needed,
043801,Prometrium,262140,Prometrium,,term-join,Q1-exact,,,,not-needed,
043802,Prometrium,262140,Prometrium,,term-join,Q1-exact,,,,not-needed,
043847,chondroitin sulfate A sodium,476847,chondroitin sulfate A sodium,,term-join,Q1-exact,,,,not-needed,
043848,echinacea-bioflavanoids-vit C,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043850,simethicone [Bicarsim Forte],9796,simethicone,,term-join,B1-generic,,,,not-needed,
043864,green tea leaf extract [Green Tea],283567,green tea leaf extract,,term-join,B1-generic,,,,not-needed,
043874,green tea leaf extract [Green Tea],283567,green tea leaf extract,,term-join,B1-generic,,,,not-needed,
043879,moxifloxacin [Avelox],139462,moxifloxacin,,term-join,B1-generic,,,,not-needed,
043889,docosahexanoic acid,,,"code-search proposed 144450 'docosahexaenoic acid' at 0.65, below the 0.85 threshold.",code-search,,144450,docosahexaenoic acid,0.65,below-threshold,
043899,Plan B,858076,Plan B One-Step,,code-search,,858076,Plan B One-Step,0.85,ok,Brand name for emergency contraceptive; clear clinical referent
043903,Probiotic Complex,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043911,sodium citrate-citric acid [Oracit],218911,Oracit,,term-join,B5-brand,,,,not-needed,
043912,sodium citrate-citric acid [Virtrate-2],91198,citric acid / sodium citrate,,code-search,,91198,citric acid / sodium citrate,0.85,ok,Brand Virtrate-2 is sodium citrate/citric acid solution; generic combination matches
043928,yohimbe bark [Yohimbe],236801,yohimbe bark preparation,,code-search,,236801,yohimbe bark preparation,0.90,ok,FSN matches yohimbe bark ingredient
043935,menthol-dimeth-aloe vera-vit E [Gold Bond],6750,menthol,,code-search,,6750,menthol,0.85,ok,Primary active ingredient of combination product
043941,calcium citrate malate-vit D3,1001751,"calcium 250 MG / vitamin D3 100 UNT Oral Tablet, as calcium citrate malate",,code-search,,1001751,"calcium 250 MG / vitamin D3 100 UNT Oral Tablet, as calcium citrate malate",0.90,ok,Combination of calcium citrate malate and vitamin D3
043942,Calcimate,,,code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK) or its ingredient-only subset.,code-search,,,,,no-match,
043949,ginger (Zingiber officinalis),1372563,Zingiber officinale whole extract,,code-search,,1372563,Zingiber officinale whole extract,0.85,ok,Whole plant extract matches ginger (Zingiber officinalis)
043952,vancomycin in D5W,11124,vancomycin,,code-search,,11124,vancomycin,0.85,ok,Base drug vancomycin; D5W is diluent not separately coded
043963,Nexplanon,1111008,Nexplanon,,term-join,Q1-exact,,,,not-needed,
043971,vit E-Cu-Se-Zn-pygeum-saw palm [Prostamen],,,"code-search proposed 236344 'saw palmetto extract' at 0.50, below the 0.85 threshold.",code-search,,236344,saw palmetto extract,0.50,below-threshold,Multi-ingredient supplement; no single code; saw palmetto is primary prostate-active ingredient
043984,valerian root,253206,valerian root extract,,code-search,,253206,valerian root extract,0.85,ok,FSN matches valerian root; extract is the coded form
