mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning
Nivolumab Study Drug,Nivolumab Study Drug,http://www.nlm.nih.gov/research/umls/rxnorm,1597876,nivolumab,,code-search,,1597876,nivolumab,0.85,ok,Core concept is nivolumab; 'study drug' is a non-coded qualifier
Noctiva,Noctiva,http://www.nlm.nih.gov/research/umls/rxnorm,1874125,Noctiva,,term-join,Q1-exact,,,,not-needed,
Nora-BE,Nora-BE,http://www.nlm.nih.gov/research/umls/rxnorm,748977,Nora-BE 28 Day Pack,,code-search,,748977,Nora-BE 28 Day Pack,0.85,ok,Brand name matches input exactly
Norepinephrine,Norepinephrine,http://www.nlm.nih.gov/research/umls/rxnorm,7512,norepinephrine,,term-join,Q1-exact,,,,not-needed,
Norethindrone-Estradiol,Norethindrone-Estradiol,http://www.nlm.nih.gov/research/umls/rxnorm,214551,estradiol / norethindrone,,code-search,,214551,estradiol / norethindrone,0.90,ok,Combination of estradiol and norethindrone matches input
Northera,Northera,http://www.nlm.nih.gov/research/umls/rxnorm,1490027,Northera,,term-join,Q1-exact,,,,not-needed,
Nortrel 0.5/35 (28),Nortrel 0.5/35 (28),http://www.nlm.nih.gov/research/umls/rxnorm,751868,Nortrel 0.5/35 28 Day Pack,,code-search,,751868,Nortrel 0.5/35 28 Day Pack,0.97,ok,FSN matches input exactly
Nortrel 1/35 (28),Nortrel 1/35 (28),http://www.nlm.nih.gov/research/umls/rxnorm,751870,Nortrel 1/35 28 Day Pack,,code-search,,751870,Nortrel 1/35 28 Day Pack,0.98,ok,FSN matches input exactly
Nortrel 7/7/7 (28),Nortrel 7/7/7 (28),http://www.nlm.nih.gov/research/umls/rxnorm,762007,Nortrel 7/7/7 28 Day Pack,,code-search,,762007,Nortrel 7/7/7 28 Day Pack,0.97,ok,FSN matches input exactly
Nortriptyline,Nortriptyline,http://www.nlm.nih.gov/research/umls/rxnorm,7531,nortriptyline,,term-join,Q1-exact,,,,not-needed,
Norvir Soft Gelatin,Norvir Soft Gelatin,http://snomed.info/sct,386896009,Ritonavir,,code-search,,386896009,Ritonavir,0.85,ok,Norvir is brand name for ritonavir; substance matches
NovoLIN 70/30,NovoLIN 70/30,http://www.nlm.nih.gov/research/umls/rxnorm,311048,"insulin, human isophane / insulin regular 70/30 Injectable Suspension",,code-search,,311048,"insulin, human isophane / insulin regular 70/30 Injectable Suspension",0.90,ok,NovoLIN 70/30 is premixed human insulin 70/30 isophane/regular
NovoLIN N NPH U-100 Insulin,NovoLIN N NPH U-100 Insulin,http://www.nlm.nih.gov/research/umls/rxnorm,311028,"insulin isophane (NPH), human 100 UNT/mL Injectable Suspension",,code-search,,311028,"insulin isophane (NPH), human 100 UNT/mL Injectable Suspension",0.90,ok,NovoLIN N is NPH (isophane) insulin; FSN matches
NovoLIN R,NovoLIN R,http://www.nlm.nih.gov/research/umls/rxnorm,93560,Novolin R,,term-join,Q1-exact,,,,not-needed,
NovoLOG,NovoLOG,http://www.nlm.nih.gov/research/umls/rxnorm,284810,NovoLog,,term-join,Q1-exact,,,,not-needed,
NovoLOG FLEXPEN,NovoLOG FLEXPEN,http://www.nlm.nih.gov/research/umls/rxnorm,1653202,insulin aspart 100 UNT/ML in 3 ML Pen Injector,,code-search,,1653202,insulin aspart 100 UNT/ML in 3 ML Pen Injector,0.85,ok,NovoLog FlexPen is insulin aspart 3mL pen injector
NovoLOG Flexpen U-100 Insulin,NovoLOG Flexpen U-100 Insulin,http://www.nlm.nih.gov/research/umls/rxnorm,1653205,"insulin aspart, human 100 UNT/ML Pen Injector",,code-search,,1653205,"insulin aspart, human 100 UNT/ML Pen Injector",0.85,ok,NovoLOG is insulin aspart; FlexPen is a pen injector
NovoLOG Mix 70-30,NovoLOG Mix 70-30,http://www.nlm.nih.gov/research/umls/rxnorm,351297,insulin aspart protamine / insulin aspart 70/30 Injectable Suspension,,code-search,,351297,insulin aspart protamine / insulin aspart 70/30 Injectable Suspension,0.95,ok,NovoLog Mix 70-30 is the brand for insulin aspart protamine/insulin aspart 70/30
NovoLOG Mix 70-30 FLEXPEN,NovoLOG Mix 70-30 FLEXPEN,http://www.nlm.nih.gov/research/umls/rxnorm,351297,insulin aspart protamine / insulin aspart 70/30 Injectable Suspension,,code-search,,351297,insulin aspart protamine / insulin aspart 70/30 Injectable Suspension,0.90,ok,NovoLOG Mix 70-30 is insulin aspart 70/30; FLEXPEN is delivery device
NovoLOG Mix 70-30 U-100 Insuln,NovoLOG Mix 70-30 U-100 Insuln,http://www.nlm.nih.gov/research/umls/rxnorm,351297,insulin aspart protamine / insulin aspart 70/30 Injectable Suspension,,code-search,,351297,insulin aspart protamine / insulin aspart 70/30 Injectable Suspension,0.90,ok,NovoLog Mix 70/30 is insulin aspart protamine/aspart 70/30
NovoLOG Mix 70-30FlexPen U-100,NovoLOG Mix 70-30FlexPen U-100,http://www.nlm.nih.gov/research/umls/rxnorm,351297,insulin aspart protamine / insulin aspart 70/30 Injectable Suspension,,code-search,,351297,insulin aspart protamine / insulin aspart 70/30 Injectable Suspension,0.95,ok,NovoLog Mix 70/30 is insulin aspart protamine/insulin aspart 70/30
NovoLOG PenFill U-100 Insulin,NovoLOG PenFill U-100 Insulin,http://www.nlm.nih.gov/research/umls/rxnorm,1653199,"insulin aspart, human 100 UNT/ML Cartridge",,code-search,,1653199,"insulin aspart, human 100 UNT/ML Cartridge",0.92,ok,NovoLOG is insulin aspart; PenFill is a cartridge; U-100 = 100 UNT/ML
NovoLOG U-100 Insulin aspart,NovoLOG U-100 Insulin aspart,http://www.nlm.nih.gov/research/umls/rxnorm,311040,insulin aspart 100 UNT/ML Injectable Solution,,code-search,,311040,insulin aspart 100 UNT/ML Injectable Solution,0.90,ok,NovoLOG is brand of insulin aspart; U-100 = 100 UNT/ML
Nozin,Nozin,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Nucynta,Nucynta,http://www.nlm.nih.gov/research/umls/rxnorm,854137,Nucynta,,term-join,Q1-exact,,,,not-needed,
Nucynta ER,Nucynta ER,http://www.nlm.nih.gov/research/umls/rxnorm,787390,tapentadol,,code-search,,787390,tapentadol,0.85,ok,Nucynta ER is brand for tapentadol extended-release; ingredient match
Nuedexta,Nuedexta,http://www.nlm.nih.gov/research/umls/rxnorm,1040055,Nuedexta,,term-join,Q1-exact,,,,not-needed,
Nuplazid,Nuplazid,http://www.nlm.nih.gov/research/umls/rxnorm,1791692,Nuplazid,,term-join,Q1-exact,,,,not-needed,
Nutritional Drink,Nutritional Drink,http://snomed.info/sct,819018009,Nutritionally complete liquid supplement,,code-search,,819018009,Nutritionally complete liquid supplement,0.85,ok,Liquid nutritional supplement matches 'nutritional drink'
NuvaRing,NuvaRing,http://www.nlm.nih.gov/research/umls/rxnorm,710529,NuvaRing,,term-join,Q1-exact,,,,not-needed,
Nuvigil,Nuvigil,http://www.nlm.nih.gov/research/umls/rxnorm,710995,Nuvigil,,term-join,Q1-exact,,,,not-needed,
Nyamyc,Nyamyc,http://www.nlm.nih.gov/research/umls/rxnorm,584411,Nyamyc,,term-join,Q1-exact,,,,not-needed,
Nystatin,Nystatin,http://www.nlm.nih.gov/research/umls/rxnorm,7597,nystatin,,term-join,Q1-exact,,,,not-needed,
Nystatin Cream,Nystatin Cream,http://www.nlm.nih.gov/research/umls/rxnorm,543546,"nystatin 100,000 UNT/GM Topical Cream",,code-search,,543546,"nystatin 100,000 UNT/GM Topical Cream",0.90,ok,Plain nystatin topical cream matches input
Nystatin Ointment,Nystatin Ointment,http://www.nlm.nih.gov/research/umls/rxnorm,884308,"nystatin 100,000 UNT/GM Topical Ointment",,code-search,,884308,"nystatin 100,000 UNT/GM Topical Ointment",0.85,ok,"Pure nystatin topical ointment, standard strength; matches input"
Nystatin Oral Suspension,Nystatin Oral Suspension,http://www.nlm.nih.gov/research/umls/rxnorm,312055,"nystatin 100,000 UNT/mL Oral Suspension",,code-search,,312055,"nystatin 100,000 UNT/mL Oral Suspension",0.85,ok,"Nystatin oral suspension; matches concept, adds strength"
Nystatin-Triamcinolone Cream,Nystatin-Triamcinolone Cream,http://www.nlm.nih.gov/research/umls/rxnorm,107011,nystatin / triamcinolone,,code-search,,107011,nystatin / triamcinolone,0.95,ok,FSN matches input exactly; generic combination
Nystatin-Triamcinolone Ointment,Nystatin-Triamcinolone Ointment,http://www.nlm.nih.gov/research/umls/rxnorm,107011,nystatin / triamcinolone,,code-search,,107011,nystatin / triamcinolone,0.90,ok,FSN matches the combination product without unstated strength
Nystop,Nystop,http://www.nlm.nih.gov/research/umls/rxnorm,218830,Nystop,,term-join,Q1-exact,,,,not-needed,
OCR002 Study Drug,OCR002 Study Drug,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
OLANZapine,OLANZapine,http://www.nlm.nih.gov/research/umls/rxnorm,61381,olanzapine,,term-join,Q1-exact,,,,not-needed,
OLANZapine (Disintegrating Tablet),OLANZapine (Disintegrating Tablet),http://www.nlm.nih.gov/research/umls/rxnorm,61381,olanzapine,,term-join,Q3-paren,,,,not-needed,
OSELTAMivir,OSELTAMivir,http://www.nlm.nih.gov/research/umls/rxnorm,260101,oseltamivir,,term-join,Q1-exact,,,,not-needed,
OTL 38 STUDY DRUG,OTL 38 STUDY DRUG,http://www.nlm.nih.gov/research/umls/rxnorm,2586857,pafolacianine,,code-search,,2586857,pafolacianine,0.85,ok,"OTL38 is pafolacianine, an investigational drug"
OTL 38 study drug,OTL 38 study drug,http://www.nlm.nih.gov/research/umls/rxnorm,2586857,pafolacianine,,code-search,,2586857,pafolacianine,0.85,ok,"OTL38 is pafolacianine, an investigational drug"
OTL STUDY DRUG,OTL STUDY DRUG,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
OTL38,OTL38,http://www.nlm.nih.gov/research/umls/rxnorm,2586857,pafolacianine,,code-search,,2586857,pafolacianine,0.85,ok,OTL38 is the investigational name for pafolacianine
OTL38 study drug,OTL38 study drug,http://www.nlm.nih.gov/research/umls/rxnorm,2586857,pafolacianine,,code-search,,2586857,pafolacianine,0.85,ok,OTL38 is the study drug name for pafolacianine
OXALIiplatin,OXALIiplatin,,,,"code-search proposed 395814003 'Oxaliplatin' at 0.65, below the 0.85 threshold.",code-search,,395814003,Oxaliplatin,0.65,below-threshold,
OXALIplatin,OXALIplatin,http://www.nlm.nih.gov/research/umls/rxnorm,32592,oxaliplatin,,term-join,Q1-exact,,,,not-needed,
OXALIplatin Desensitization,OXALIplatin Desensitization,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
OXYtrol,OXYtrol,http://www.nlm.nih.gov/research/umls/rxnorm,356886,Oxytrol,,term-join,Q1-exact,,,,not-needed,
OXcarbazepine,OXcarbazepine,http://www.nlm.nih.gov/research/umls/rxnorm,32624,oxcarbazepine,,term-join,Q1-exact,,,,not-needed,
Obinutuzumab,Obinutuzumab,http://www.nlm.nih.gov/research/umls/rxnorm,974779,obinutuzumab,,term-join,Q1-exact,,,,not-needed,
Ocella,Ocella,http://www.nlm.nih.gov/research/umls/rxnorm,801185,Ocella 28 Day Pack,,code-search,,801185,Ocella 28 Day Pack,0.85,ok,Brand name matches input exactly
Octreotide Acetate,Octreotide Acetate,http://www.nlm.nih.gov/research/umls/rxnorm,221130,octreotide acetate,,term-join,Q1-exact,,,,not-needed,
OcuSoft Lid Scrub,OcuSoft Lid Scrub,,,,"code-search proposed 1143673 'Ocusoft' at 0.70, below the 0.85 threshold.",code-search,,1143673,Ocusoft,0.70,below-threshold,Brand name for eyelid cleanser product
Ocuflox,Ocuflox,http://www.nlm.nih.gov/research/umls/rxnorm,218853,Ocuflox,,term-join,Q1-exact,,,,not-needed,
Ocuvite,Ocuvite,http://www.nlm.nih.gov/research/umls/rxnorm,218860,Ocuvite,,term-join,Q1-exact,,,,not-needed,
Ocuvite Adult 50 Plus,Ocuvite Adult 50 Plus,,,,"code-search proposed 438681000124106 'Multivitamin multimineral supplement' at 0.80, below the 0.85 threshold.",code-search,,438681000124106,Multivitamin multimineral supplement,0.80,below-threshold,Ocuvite is a multivitamin/multimineral supplement; no exact brand match
Ocuvite Eye Health,Ocuvite Eye Health,,,,"code-search proposed 438681000124106 'Multivitamin multimineral supplement' at 0.75, below the 0.85 threshold.",code-search,,438681000124106,Multivitamin multimineral supplement,0.75,below-threshold,Ocuvite is a multivitamin/mineral eye health supplement
Ocuvite Lutein & Zeaxanthin,Ocuvite Lutein & Zeaxanthin,http://www.nlm.nih.gov/research/umls/rxnorm,1008634,lutein / zeaxanthin,,code-search,,1008634,lutein / zeaxanthin,0.85,ok,Ocuvite brand; ingredient combo lutein/zeaxanthin matches exactly
Odefsey,Odefsey,http://www.nlm.nih.gov/research/umls/rxnorm,1741734,Odefsey,,term-join,Q1-exact,,,,not-needed,
Ofev,Ofev,http://www.nlm.nih.gov/research/umls/rxnorm,1592743,Ofev,,term-join,Q1-exact,,,,not-needed,
Ogestrel (28),Ogestrel (28),http://www.nlm.nih.gov/research/umls/rxnorm,750243,Ogestrel 0.5/50 28 Day Pack,,code-search,,750243,Ogestrel 0.5/50 28 Day Pack,0.85,ok,Ogestrel 28-day pack matches; Low-Ogestrel is a different product
Olaparib,Olaparib,http://www.nlm.nih.gov/research/umls/rxnorm,1597582,olaparib,,term-join,Q1-exact,,,,not-needed,
Olaparib vs placebo,Olaparib vs placebo,http://www.nlm.nih.gov/research/umls/rxnorm,1597582,olaparib,,code-search,,1597582,olaparib,0.85,ok,FSN matches drug; 'vs placebo' is comparison context
Olysio,Olysio,http://www.nlm.nih.gov/research/umls/rxnorm,1482802,Olysio,,term-join,Q1-exact,,,,not-needed,
Omega 3 Fish Oil,Omega 3 Fish Oil,http://www.nlm.nih.gov/research/umls/rxnorm,2053495,fish oil (containing omega-3 acids),,code-search,,2053495,fish oil (containing omega-3 acids),0.95,ok,FSN matches input exactly; base concept without dosage specifiers
Omega 3-6-9 Complex,Omega 3-6-9 Complex,,,,"code-search proposed 226365003 'Omega 3 fatty acid' at 0.60, below the 0.85 threshold.",code-search,,226365003,Omega 3 fatty acid,0.60,below-threshold,No single code for the 3-6-9 combination; omega-3 as primary component
Omega Power,Omega Power,,,,"code-search proposed 4301 'omega-3 fatty acids' at 0.60, below the 0.85 threshold.",code-search,,4301,omega-3 fatty acids,0.60,below-threshold,Brand name 'Omega Power' suggests omega-3 supplement; closest match
Omegaven 10% Emulsion,Omegaven 10% Emulsion,http://www.nlm.nih.gov/research/umls/rxnorm,2053500,Omegaven,,code-search,,2053500,Omegaven,0.85,ok,"Omegaven is the fish oil lipid emulsion; candidates were propofol, wrong"
Omeprazole,Omeprazole,http://www.nlm.nih.gov/research/umls/rxnorm,7646,omeprazole,,term-join,Q1-exact,,,,not-needed,
Ondansetron,Ondansetron,http://www.nlm.nih.gov/research/umls/rxnorm,26225,ondansetron,,term-join,Q1-exact,,,,not-needed,
Ondansetron ODT,Ondansetron ODT,http://www.nlm.nih.gov/research/umls/rxnorm,26225,ondansetron,,code-search,,26225,ondansetron,0.85,ok,ODT is dosage form; ingredient ondansetron matches
One A Day Womens Prenatal DHA,One A Day Womens Prenatal DHA,,,,"code-search proposed 438681000124106 'Multivitamin multimineral supplement' at 0.75, below the 0.85 threshold.",code-search,,438681000124106,Multivitamin multimineral supplement,0.75,below-threshold,Prenatal multivitamin with DHA; closest substance match
One Daily Womens,One Daily Womens,,,,"code-search proposed 412250002 'Multivitamin agent' at 0.80, below the 0.85 threshold.",code-search,,412250002,Multivitamin agent,0.80,below-threshold,Women's one-a-day multivitamin; clear clinical referent
One-A-Day Womens Prenatal 1,One-A-Day Womens Prenatal 1,,,,"code-search proposed 438681000124106 'Multivitamin multimineral supplement' at 0.80, below the 0.85 threshold.",code-search,,438681000124106,Multivitamin multimineral supplement,0.80,below-threshold,Prenatal vitamin is a multivitamin multimineral supplement
Opana ER,Opana ER,http://www.nlm.nih.gov/research/umls/rxnorm,7814,oxymorphone,,code-search,,7814,oxymorphone,0.85,ok,Opana ER is brand for extended-release oxymorphone; ingredient match
Opium Tincture,Opium Tincture,http://www.nlm.nih.gov/research/umls/rxnorm,221134,opium tincture,,term-join,Q1-exact,,,,not-needed,
Opium Tincture (morphine 10 mg/mL),Opium Tincture (morphine 10 mg/mL),http://www.nlm.nih.gov/research/umls/rxnorm,221134,opium tincture,,term-join,Q3-paren,,,,not-needed,
Opsumit,Opsumit,http://www.nlm.nih.gov/research/umls/rxnorm,1442138,Opsumit,,term-join,Q1-exact,,,,not-needed,
Orabase (benzocaine),Orabase (benzocaine),http://www.nlm.nih.gov/research/umls/rxnorm,32485,Orabase,,term-join,Q3-paren,,,,not-needed,
Orabase w/ Benzocaine Paste,Orabase w/ Benzocaine Paste,,,,"code-search proposed 1399 'benzocaine' at 0.75, below the 0.85 threshold.",code-search,,1399,benzocaine,0.75,below-threshold,Ingredient VS; active ingredient is benzocaine
Orkambi,Orkambi,http://www.nlm.nih.gov/research/umls/rxnorm,1655929,ORKAMBI,,term-join,Q1-exact,,,,not-needed,
Orsythia,Orsythia,http://www.nlm.nih.gov/research/umls/rxnorm,1428933,Orsythia 28 Day Pack,,code-search,,1428933,Orsythia 28 Day Pack,0.85,ok,Brand name matches the product
Ortho Evra,Ortho Evra,http://www.nlm.nih.gov/research/umls/rxnorm,353502,Ortho Evra,,term-join,Q1-exact,,,,not-needed,
Ortho Tri-Cyclen LO (28),Ortho Tri-Cyclen LO (28),http://www.nlm.nih.gov/research/umls/rxnorm,749158,ORTHO TRI-CYCLEN LO 28 Day Pack,,code-search,,749158,ORTHO TRI-CYCLEN LO 28 Day Pack,0.97,ok,FSN matches input exactly including LO and 28
Orthopedic Solution,Orthopedic Solution,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Osteo Bi-Flex,Osteo Bi-Flex,http://www.nlm.nih.gov/research/umls/rxnorm,1310635,Osteo Bi-Flex,,term-join,Q1-exact,,,,not-needed,
Otezla,Otezla,http://www.nlm.nih.gov/research/umls/rxnorm,1492733,Otezla,,term-join,Q1-exact,,,,not-needed,
Otezla Starter,Otezla Starter,http://snomed.info/sct,703350008,Apremilast,,code-search,,703350008,Apremilast,0.85,ok,Otezla is brand name for apremilast; starter is pack size
Oxacillin,Oxacillin,http://www.nlm.nih.gov/research/umls/rxnorm,7773,oxacillin,,term-join,Q1-exact,,,,not-needed,
Oxaliplatin,Oxaliplatin,http://www.nlm.nih.gov/research/umls/rxnorm,32592,oxaliplatin,,term-join,Q1-exact,,,,not-needed,
Oxaliplatin Desensitization,Oxaliplatin Desensitization,,,,"code-search returned no match within (http://www.nlm.nih.gov/research/umls/rxnorm)(TTY=IN;TTY=PIN;TTY=MIN;TTY=BN;TTY=SCD;TTY=GPCK;TTY=BPCK), its ingredient-only subset, or SNOMED CT <<105590001.",code-search,,,,,no-match,
Oxazepam,Oxazepam,http://www.nlm.nih.gov/research/umls/rxnorm,7781,oxazepam,,term-join,Q1-exact,,,,not-needed,
Oxbryta,Oxbryta,http://www.nlm.nih.gov/research/umls/rxnorm,2265684,Oxbryta,,term-join,Q1-exact,,,,not-needed,
Oxcarbazepine,Oxcarbazepine,http://www.nlm.nih.gov/research/umls/rxnorm,32624,oxcarbazepine,,term-join,Q1-exact,,,,not-needed,
Oxtellar XR,Oxtellar XR,http://www.nlm.nih.gov/research/umls/rxnorm,1365655,Oxtellar,,code-search,,1365655,Oxtellar,0.85,ok,Oxtellar XR is the brand name for extended-release oxcarbazepine
OxyCODONE (Immediate Release),OxyCODONE (Immediate Release),http://www.nlm.nih.gov/research/umls/rxnorm,7804,oxycodone,,term-join,Q3-paren,,,,not-needed,
OxyCODONE Liquid,OxyCODONE Liquid,,,,code-search proposed 815911000168102 'Oxycodone hydrochloride 1 mg/mL oral liquid' at 0.85 but that concept is inactive or outside the SNOMED CT international core module.,code-search,,815911000168102,Oxycodone hydrochloride 1 mg/mL oral liquid,0.85,gate-failed,Unbranded oxycodone oral liquid matches generic input best
