mimic_code,mimic_display,target_system,target_code,target_display,comment,method,join_rung,ndc_property_rxcui,ndc_property_display,display_rxcui,display_source
45963062151,Fludarabine Phosphate,http://www.nlm.nih.gov/research/umls/rxnorm,1740865,fludarabine phosphate 50 MG in 2 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1740865. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1740865,fludarabine phosphate 50 MG in 2 ML Injection,25102,Fludarabine Phosphate
45963068602,Melphalan,http://www.nlm.nih.gov/research/umls/rxnorm,311487,melphalan 50 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 311487. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,311487,melphalan 50 MG Injection,6718,Melphalan
46287000660,Sodium Polystyrene Sulfonate,http://www.nlm.nih.gov/research/umls/rxnorm,1799654,SPS 15 GM in 60 mL Oral or Rectal Suspension,"RxNorm 20231106 lists this NDC on RxCUI 1799654. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1799654,SPS 15 GM in 60 mL Oral or Rectal Suspension,56512,Sodium Polystyrene Sulfonate
46287050030,Sorbitol-Saccharin,http://www.nlm.nih.gov/research/umls/rxnorm,313092,sorbitol 70 % Oral Solution,"RxNorm 20231106 lists this NDC on RxCUI 313092. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,313092,sorbitol 70 % Oral Solution,,
47335004740,Oxaliplatin Desensitization,http://www.nlm.nih.gov/research/umls/rxnorm,1736781,oxaliplatin 100 MG in 20 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1736781. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1736781,oxaliplatin 100 MG in 20 ML Injection,,
47335018788,Carbidopa-Levodopa (25-100) ODT,http://www.nlm.nih.gov/research/umls/rxnorm,476399,carbidopa 25 MG / levodopa 100 MG Disintegrating Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 476399. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,476399,carbidopa 25 MG / levodopa 100 MG Disintegrating Oral Tablet,476399,Carbidopa-Levodopa (25-100) ODT
47335036141,Decitabine,http://www.nlm.nih.gov/research/umls/rxnorm,636631,decitabine 50 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 636631. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,636631,decitabine 50 MG Injection,15657,Decitabine
47335090288,QUEtiapine Fumarate,http://www.nlm.nih.gov/research/umls/rxnorm,312744,QUEtiapine fumarate 25 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 312744. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,312744,QUEtiapine fumarate 25 MG Oral Tablet,221153,QUEtiapine Fumarate
47335093144,Vecuronium Bromide,http://www.nlm.nih.gov/research/umls/rxnorm,859437,vecuronium bromide 1 MG/ML Injectable Solution,"RxNorm 20231106 lists this NDC on RxCUI 859437. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,859437,vecuronium bromide 1 MG/ML Injectable Solution,11153,Vecuronium Bromide
47781010830,Exemestane,http://www.nlm.nih.gov/research/umls/rxnorm,310261,exemestane 25 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 310261. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,310261,exemestane 25 MG Oral Tablet,258494,Exemestane
47781030301,Nitrofurantoin Monohyd (MacroBID),http://www.nlm.nih.gov/research/umls/rxnorm,1648755,nitrofurantoin macrocrystals 25 MG / nitrofurantoin monohydrate 75 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 1648755. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1648755,nitrofurantoin macrocrystals 25 MG / nitrofurantoin monohydrate 75 MG Oral Capsule,221129,Nitrofurantoin Monohyd (MacroBID)
47781030403,rivastigmine,http://www.nlm.nih.gov/research/umls/rxnorm,725021,rivastigmine 4.6 MG/Day 24HR Transdermal System,"RxNorm 20231106 lists this NDC on RxCUI 725021. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,725021,rivastigmine 4.6 MG/Day 24HR Transdermal System,183379,rivastigmine
47781030701,Nitrofurantoin (Macrodantin),http://www.nlm.nih.gov/research/umls/rxnorm,311995,nitrofurantoin macrocrystals 50 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 311995. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,311995,nitrofurantoin macrocrystals 50 MG Oral Capsule,7454,Nitrofurantoin (Macrodantin)
47781038426,OSELTAMivir,http://www.nlm.nih.gov/research/umls/rxnorm,1115698,oseltamivir phosphate 6 MG in 1 mL Oral Suspension,"RxNorm 20231106 lists this NDC on RxCUI 1115698. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1115698,oseltamivir phosphate 6 MG in 1 mL Oral Suspension,260101,OSELTAMivir
47781046168,Clindamycin Phosphate,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Clindamycin Phosphate' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
47781046570,Clindamycin,http://www.nlm.nih.gov/research/umls/rxnorm,2582,clindamycin,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Clindamycin', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,2582,Clindamycin
47781047013,Tamiflu,http://www.nlm.nih.gov/research/umls/rxnorm,312122,oseltamivir phosphate 75 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 312122. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,312122,oseltamivir phosphate 75 MG Oral Capsule,261657,Tamiflu
47781049701,Ethacrynic Acid,http://www.nlm.nih.gov/research/umls/rxnorm,1251903,ethacrynic acid 25 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 1251903. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1251903,ethacrynic acid 25 MG Oral Tablet,4109,Ethacrynic Acid
47781050801,Tetracycline,http://www.nlm.nih.gov/research/umls/rxnorm,198250,tetracycline HCl 250 MG Oral Capsule,"RxNorm 20231106 lists this NDC on RxCUI 198250. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,198250,tetracycline HCl 250 MG Oral Capsule,10395,Tetracycline
47781058368,Ketorolac,http://www.nlm.nih.gov/research/umls/rxnorm,860092,ketorolac tromethamine 15 MG in 1 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 860092. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,860092,ketorolac tromethamine 15 MG in 1 ML Injection,35827,Ketorolac
47781058468,Ketorolac,http://www.nlm.nih.gov/research/umls/rxnorm,1665461,ketorolac tromethamine 30 MG in 1 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 1665461. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1665461,ketorolac tromethamine 30 MG in 1 ML Injection,35827,Ketorolac
47781058717,Metoprolol Tartrate,http://www.nlm.nih.gov/research/umls/rxnorm,866508,metoprolol tartrate 5 MG in 5 ML Injection,"RxNorm 20231106 lists this NDC on RxCUI 866508. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,866508,metoprolol tartrate 5 MG in 5 ML Injection,203191,Metoprolol Tartrate
47781058991,Midazolam,http://www.nlm.nih.gov/research/umls/rxnorm,311702,midazolam 5 MG/ML Injectable Solution,"RxNorm 20231106 lists this NDC on RxCUI 311702. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,311702,midazolam 5 MG/ML Injectable Solution,6960,Midazolam
47781059229,Oxaliplatin Desensitization,,,,"RxNorm 20231106 lists no concept carrying this NDC, and the MIMIC label 'Oxaliplatin Desensitization' has no mapped row in medication-name-standard.csv. Both tiers were tried and neither answered. This is the intersection of two gaps — a retired or repackaged NDC the release no longer carries, whose label the drug-name stream also could not resolve — and not a finding that the product has no RxNorm concept.",lookup,,,,,
47781059791,Vancomycin,http://www.nlm.nih.gov/research/umls/rxnorm,1807513,vancomycin 1 GM Injection,"RxNorm 20231106 lists this NDC on RxCUI 1807513. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1807513,vancomycin 1 GM Injection,11124,Vancomycin
47781059891,Vancomycin-Heparin Lock,http://www.nlm.nih.gov/research/umls/rxnorm,1807516,vancomycin 500 MG Injection,"RxNorm 20231106 lists this NDC on RxCUI 1807516. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1807516,vancomycin 500 MG Injection,372735009,Vancomycin-Heparin Lock
47781060730,Disulfiram,http://www.nlm.nih.gov/research/umls/rxnorm,197623,disulfiram 250 MG Oral Tablet,"RxNorm 20231106 lists this NDC on RxCUI 197623. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,197623,disulfiram 250 MG Oral Tablet,3554,Disulfiram
47781061791,Rocuronium,http://www.nlm.nih.gov/research/umls/rxnorm,1234995,rocuronium bromide 10 MG/ML Injectable Solution,"RxNorm 20231106 lists this NDC on RxCUI 1234995. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,1234995,rocuronium bromide 10 MG/ML Injectable Solution,68139,Rocuronium
47781064726,Vitamin D,http://www.nlm.nih.gov/research/umls/rxnorm,237723,ergocalciferol 200 MCG (8000 UNT) in 1 mL Oral Solution,"RxNorm 20231106 lists this NDC on RxCUI 237723. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,237723,ergocalciferol 200 MCG (8000 UNT) in 1 mL Oral Solution,11253,Vitamin D
47783010101,Kalbitor,http://www.nlm.nih.gov/research/umls/rxnorm,884702,Kalbitor 10 MG in 1 mL Injection,"RxNorm 20231106 lists this NDC on RxCUI 884702. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,884702,Kalbitor 10 MG in 1 mL Injection,884699,Kalbitor
48102000735,Bacitracin Ophthalmic Oint,http://www.nlm.nih.gov/research/umls/rxnorm,308508,bacitracin 500 UNT/GM Ophthalmic Ointment,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Bacitracin Ophthalmic Oint', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,308508,Bacitracin Ophthalmic Oint
48102000811,Erythromycin 0.5% Ophth Oint,http://www.nlm.nih.gov/research/umls/rxnorm,310149,erythromycin 0.5 % (5 MG/GM) Ophthalmic Ointment,"RxNorm 20231106 lists no concept carrying this NDC. Mapped instead through the MIMIC label 'Erythromycin 0.5% Ophth Oint', from the committed medication-name-standard.csv row for that label. This is an ingredient- or class-level generalisation, NOT the packaged product the NDC identifies.",lookup,display-name-table,,,310149,Erythromycin 0.5% Ophth Oint
48433020230,Mineral Oil,http://www.nlm.nih.gov/research/umls/rxnorm,343017,mineral oil 100 % Oral Solution,"RxNorm 20231106 lists this NDC on RxCUI 343017. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,343017,mineral oil 100 % Oral Solution,6972,Mineral Oil
48433023015,Iodine Strong (Lugols),http://www.nlm.nih.gov/research/umls/rxnorm,204913,strong iodine (iodine 5 % / potassium iodide 10 % ) Oral Solution,"RxNorm 20231106 lists this NDC on RxCUI 204913. Package-level identity: the target names the product the package contains, including its brand where the NDC is a branded package.",lookup,ndc-property,204913,strong iodine (iodine 5 % / potassium iodide 10 % ) Oral Solution,352751,Iodine Strong (Lugols)
